n,n_boosted,n_12pfizer,prop_12pfizer,n_12az,prop_12az,n_12moderna,prop_12moderna,n_3pfizer,prop_3pfizer,n_3moderna,prop_3moderna,age_median,age_Q1,age_Q3,female,fu_years,fu_median
10917268,5468773,3910978,0.3582377935578755,7006290,0.6417622064421246,0,0,4755022,0.8694860803328278,713751,0.13051391966717213,57,45,69,0.5241091452550217,2709426.828199863,91
