treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,treated_descr,time,leadtime,interval,surv,surv.ll,surv.ul,n.risk,n.event,n.censor
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,1,2,1,1,0.9999964983542265,1,3304458,6,122496
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,2,3,1,0.9999982491771132,0.9999964983542265,1,3180552,6,123900
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,3,4,1,0.9999982491771132,0.9999947475313398,0.9999982491771132,3054318,0,126234
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,4,5,1,0.9999947475313398,0.9999912458855662,0.9999964983542265,2928714,6,125598
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,5,6,1,0.9999912458855662,0.9999877442397928,0.9999947475313398,2803308,12,125394
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,6,7,1,0.999985993416906,0.9999824917711324,0.9999912458855662,2676114,12,127182
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,7,8,1,0.9999842425940192,0.999978990125359,0.9999894950626794,2535030,6,141078
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,8,9,1,0.9999824917711324,0.9999772393024722,0.9999877442397928,2411436,6,123588
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,9,10,1,0.9999807409482457,0.9999737376566986,0.999985993416906,2293992,6,117438
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,10,11,1,0.9999772393024722,0.9999702360109252,0.9999824917711324,2179176,6,114810
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,11,12,1,0.9999737376566986,0.9999649835422649,0.999978990125359,2069976,12,109188
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,12,13,1,0.9999702360109252,0.9999614818964914,0.9999754884795854,1965792,6,104178
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,13,14,1,0.9999649835422649,0.9999562294278311,0.9999719868338119,1865256,12,100524
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,14,15,1,0.9999614818964914,0.9999509769591708,0.9999684851880384,1758534,6,106716
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,15,16,1,0.9999562294278311,0.9999457244905106,0.9999632327193781,1644162,6,114366
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,16,17,1,0.999949226136284,0.9999404720218503,0.9999579802507178,1540932,12,103218
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,17,18,1,0.9999439736676238,0.9999334687303032,0.9999527277820576,1448268,6,92658
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,18,19,1,0.9999387211989635,0.999928216261643,0.999949226136284,1360434,12,87822
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,19,20,1,0.9999369703760768,0.9999247146158695,0.9999474753133973,1260960,0,99474
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,20,21,1,0.9999317179074165,0.9999194621472092,0.9999439736676238,1181034,6,79920
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,21,22,1,0.999928216261643,0.9999142096785489,0.9999387211989635,1098966,6,82062
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,22,23,1,0.9999229637929827,0.9999089572098887,0.99993521955319,1028232,6,70728
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,23,24,1,0.9999177113243224,0.9999019539183416,0.9999299670845297,965142,6,63084
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,24,25,1,0.9999124588556622,0.9998967014496813,0.9999247146158695,908244,6,56892
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,25,26,1,0.9999089572098887,0.9998914489810211,0.9999229637929827,855756,0,52488
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,26,27,1,0.9999054555641151,0.9998879473352476,0.9999194621472092,790326,6,65424
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,27,28,1,0.9999002030954549,0.9998826948665873,0.9999142096785489,740034,0,50292
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,28,29,1,0.9998967014496813,0.9998791932208138,0.9999124588556622,689628,6,50400
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,29,30,1,0.9998896981581343,0.99987043910638,0.9999072063870019,645474,6,44148
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,30,31,1,0.9998861965123608,0.9998669374606065,0.9999037047412284,606444,0,39030
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,31,32,1,0.9998791932208138,0.9998564325232859,0.9998967014496813,572646,6,33792
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,32,33,1,0.9998721899292667,0.9998494292317389,0.9998914489810211,541356,0,31290
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,33,34,1,0.9998686882834933,0.9998441767630787,0.9998879473352476,499236,6,42114
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,34,35,1,0.9998599341690595,0.9998354226486449,0.9998809440437005,467412,0,31824
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,35,36,1,0.9998529308775125,0.9998266685342111,0.9998756915750403,436608,6,30798
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,36,37,1,0.9998441767630787,0.9998161635968905,0.9998686882834933,409104,6,27498
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,37,38,1,0.9998371734715317,0.9998074094824567,0.9998616849919463,384744,0,24360
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,38,39,1,0.9998214160655509,0.9997881504307025,0.9998494292317389,363036,6,21702
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,39,40,1,0.9998161635968905,0.9997828979620421,0.9998441767630787,343668,0,19368
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,40,41,1,0.9998091603053435,0.9997758946704951,0.9998389242944183,316734,6,26928
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,41,42,1,0.9998039078366833,0.9997671405560613,0.9998336718257581,296436,0,20298
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,42,43,1,0.9997969045451363,0.9997601372645143,0.9998284193570979,276210,0,20226
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,43,44,1,0.9997899012535892,0.9997513831500805,0.9998231668884375,258636,6,17568
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,44,45,1,0.9997741438476084,0.9997321240983262,0.9998091603053435,242844,0,15792
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,45,46,1,0.9997653897331746,0.9997216191610057,0.9998039078366833,229644,6,13194
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,46,47,1,0.9997566356187408,0.9997111142236852,0.9997951537222495,218178,0,11466
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,47,48,1,0.9997566356187408,0.9997111142236852,0.9997951537222495,200784,0,17394
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,48,49,1,0.9997426290356468,0.9996918551719308,0.9997846487849289,187794,6,12984
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,49,50,1,0.9997321240983262,0.9996795994117236,0.9997758946704951,175086,0,12708
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,50,51,1,0.9997093634007984,0.9996515862455354,0.9997566356187408,163698,6,11382
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,51,52,1,0.999697107640591,0.9996358288395546,0.999747881504307,153684,0,10014
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,52,53,1,0.999690104349044,0.9996270747251208,0.9997426290356468,145134,0,8550
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,53,54,1,0.999669094474403,0.9996025632047062,0.9997251208067792,137298,6,7830
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,54,55,1,0.999669094474403,0.9996025632047062,0.9997251208067792,124248,0,13050
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,55,56,1,0.999669094474403,0.9996025632047062,0.9997251208067792,114492,0,9756
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,56,57,1,0.999669094474403,0.9996025632047062,0.9997251208067792,104802,0,9690
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,57,58,1,0.9996498354226486,0.9995763008614049,0.9997111142236852,96264,0,8538
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,58,59,1,0.9996200714335738,0.9995360319350095,0.9996883535261573,89202,0,7062
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,59,60,1,0.9996200714335738,0.9995360319350095,0.9996883535261573,83724,0,5478
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,60,61,1,0.9996200714335738,0.9995360319350095,0.9996883535261573,79050,0,4674
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,61,62,1,0.9996200714335738,0.9995360319350095,0.9996883535261573,69642,0,9408
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,62,63,1,0.999604314027593,0.9995150220603684,0.9996778485888368,63150,6,6486
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,63,64,1,0.9995885566216122,0.9994922613628405,0.9996673436515162,56688,0,6462
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,64,65,1,0.9995710483927446,0.9994677498424259,0.999655087891309,51114,0,5574
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,65,66,1,0.9995710483927446,0.9994677498424259,0.999655087891309,46464,0,4650
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,66,67,1,0.9995710483927446,0.9994677498424259,0.999655087891309,42594,0,3870
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,67,68,1,0.9995710483927446,0.9994677498424259,0.999655087891309,39558,0,3036
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,68,69,1,0.99954653687233,0.9994274809160305,0.9996410813082148,33342,0,6216
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,69,70,1,0.9995167728832551,0.9993784578752014,0.9996235730793473,29088,0,4254
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Unboosted,70,NA,NA,0.99948175642552,0.9993241823657119,0.9996025632047062,0,0,29088
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,0,1,1,1,1,1,3426960,NA,NA
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,1,2,1,1,0.9999982491771132,1,3319308,6,107646
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,2,3,1,1,0.9999982491771132,1,3212148,0,107160
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,3,4,1,1,0.9999964983542265,1,3102672,0,109476
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,4,5,1,0.9999982491771132,0.9999947475313398,1,2994696,6,107970
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,5,6,1,0.9999982491771132,0.9999947475313398,1,2888238,0,106458
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,6,7,1,0.9999964983542265,0.999992996708453,0.9999982491771132,2780874,6,107358
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,7,8,1,0.9999964983542265,0.999992996708453,0.9999982491771132,2661024,0,119850
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,8,9,1,0.9999947475313398,0.9999912458855662,0.9999964983542265,2557170,6,103848
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,9,10,1,0.999992996708453,0.9999894950626794,0.9999964983542265,2459910,0,97260
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,10,11,1,0.999992996708453,0.9999894950626794,0.9999964983542265,2364918,0,94992
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,11,12,1,0.9999912458855662,0.9999877442397928,0.9999947475313398,2274654,6,90258
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,12,13,1,0.9999912458855662,0.9999877442397928,0.9999947475313398,2189664,0,84990
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,13,14,1,0.9999912458855662,0.999985993416906,0.9999947475313398,2107950,0,81714
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,14,15,1,0.9999912458855662,0.999985993416906,0.9999947475313398,2019690,0,88260
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,15,16,1,0.9999894950626794,0.9999842425940192,0.999992996708453,1911258,0,108432
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,16,17,1,0.9999894950626794,0.9999842425940192,0.999992996708453,1813344,0,97914
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,17,18,1,0.9999877442397928,0.9999842425940192,0.999992996708453,1727352,6,85986
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,18,19,1,0.9999877442397928,0.9999842425940192,0.999992996708453,1644942,0,82410
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,19,20,1,0.9999877442397928,0.9999824917711324,0.9999912458855662,1540044,0,104898
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,20,21,1,0.9999877442397928,0.9999824917711324,0.9999912458855662,1462110,0,77934
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,21,22,1,0.999985993416906,0.9999807409482457,0.9999912458855662,1379172,0,82938
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,22,23,1,0.999985993416906,0.9999807409482457,0.9999912458855662,1305810,0,73362
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,23,24,1,0.999985993416906,0.9999807409482457,0.9999894950626794,1240476,0,65334
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,24,25,1,0.999985993416906,0.9999807409482457,0.9999894950626794,1182906,0,57570
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,25,26,1,0.9999842425940192,0.999978990125359,0.9999894950626794,1129416,6,53484
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,26,27,1,0.9999842425940192,0.999978990125359,0.9999894950626794,1049190,0,80226
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,27,28,1,0.9999842425940192,0.999978990125359,0.9999894950626794,992718,0,56472
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,28,29,1,0.9999842425940192,0.999978990125359,0.9999894950626794,935160,0,57558
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,29,30,1,0.9999842425940192,0.999978990125359,0.9999894950626794,882600,0,52560
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,30,31,1,0.9999842425940192,0.999978990125359,0.9999894950626794,836382,0,46218
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,31,32,1,0.9999842425940192,0.999978990125359,0.9999894950626794,797766,0,38616
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,32,33,1,0.9999842425940192,0.9999772393024722,0.9999894950626794,761490,0,36276
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,33,34,1,0.9999842425940192,0.9999772393024722,0.9999894950626794,702648,0,58842
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,34,35,1,0.9999842425940192,0.9999772393024722,0.9999894950626794,661764,0,40884
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,35,36,1,0.9999824917711324,0.9999737376566986,0.9999877442397928,622302,0,39462
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,36,37,1,0.9999772393024722,0.9999667343651516,0.9999842425940192,584748,0,37554
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,37,38,1,0.9999772393024722,0.9999667343651516,0.9999842425940192,551112,0,33636
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,38,39,1,0.9999737376566986,0.9999614818964914,0.9999824917711324,521958,6,29148
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,39,40,1,0.9999719868338119,0.9999597310736046,0.9999807409482457,496404,0,25554
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,40,41,1,0.9999719868338119,0.9999597310736046,0.9999807409482457,453300,0,43104
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,41,42,1,0.9999667343651516,0.9999527277820576,0.9999772393024722,423528,0,29772
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,42,43,1,0.9999632327193781,0.9999457244905106,0.9999737376566986,393738,6,29784
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,43,44,1,0.9999632327193781,0.9999457244905106,0.9999737376566986,368130,0,25608
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,44,45,1,0.9999579802507178,0.9999387211989635,0.9999702360109252,344814,0,23316
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,45,46,1,0.9999579802507178,0.9999387211989635,0.9999702360109252,326436,0,18378
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,46,47,1,0.9999579802507178,0.9999387211989635,0.9999702360109252,311988,0,14448
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,47,48,1,0.9999579802507178,0.9999387211989635,0.9999702360109252,283812,0,28176
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,48,49,1,0.9999579802507178,0.9999387211989635,0.9999702360109252,264426,0,19386
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,49,50,1,0.9999579802507178,0.9999387211989635,0.9999702360109252,245802,0,18624
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,50,51,1,0.9999579802507178,0.9999387211989635,0.9999702360109252,228660,0,17142
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,51,52,1,0.9999527277820576,0.9999317179074165,0.9999684851880384,214278,0,14382
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,52,53,1,0.999949226136284,0.9999229637929827,0.9999649835422649,202668,0,11610
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,53,54,1,0.999949226136284,0.9999229637929827,0.9999649835422649,191964,0,10704
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,54,55,1,0.9999439736676238,0.9999159605014357,0.9999614818964914,171384,0,20580
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,55,56,1,0.9999439736676238,0.9999159605014357,0.9999614818964914,156228,0,15156
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,56,57,1,0.9999439736676238,0.9999159605014357,0.9999614818964914,141714,0,14514
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,57,58,1,0.9999439736676238,0.9999159605014357,0.9999614818964914,129360,0,12354
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,58,59,1,0.9999439736676238,0.9999159605014357,0.9999614818964914,119460,0,9900
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,59,60,1,0.9999439736676238,0.9999159605014357,0.9999614818964914,112614,0,6846
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,60,61,1,0.9999439736676238,0.9999159605014357,0.9999614818964914,106848,0,5766
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,61,62,1,0.9999439736676238,0.9999159605014357,0.9999614818964914,92790,0,14058
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,62,63,1,0.9999439736676238,0.9999159605014357,0.9999614818964914,84120,0,8670
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,63,64,1,0.9999439736676238,0.9999159605014357,0.9999614818964914,75336,0,8784
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,Boosted,64,65,1,0.9999439736676238,0.9999159605014357,0.9999614818964914,67824,0,7512
