treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,treated_descr,time,leadtime,interval,surv,surv.ll,surv.ul,n.risk,n.event,n.censor
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,13,14,1,0.9938423559072764,0.993744309825618,0.9939386511660481,1849860,1200,100500
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,14,15,1,0.9932383220113453,0.9931350234610267,0.993341620561664,1742046,1122,106692
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,15,16,1,0.9926342881154142,0.9925239862735485,0.9927428391343932,1627164,1062,113820
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,16,17,1,0.9920285033965964,0.9919111982631837,0.9921423068842355,1523472,990,102702
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,17,18,1,0.9913877022200435,0.9912633937950837,0.9915085089992296,1430208,984,92280
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,18,19,1,0.9907906716156594,0.9906611107220393,0.9909184816863926,1341996,864,87348
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,19,20,1,0.9901568737306534,0.9900203095454864,0.9902916870929337,1242612,858,98526
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,20,21,1,0.9895265774914209,0.989383010014707,0.9896683941452483,1162440,786,79386
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,21,22,1,0.9889610616989986,0.9888104909307375,0.9891081308214861,1080288,666,81486
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,22,23,1,0.9883727852090483,0.9882152111492402,0.9885268576230829,1009482,642,70164
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,23,24,1,0.987835282582814,0.9876724560543455,0.9879963582883956,946392,552,62538
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,24,25,1,0.9872610126759577,0.9870911828559423,0.9874290916730863,889380,546,56466
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,25,26,1,0.9866552279571399,0.9864783948455774,0.9868303102458156,836826,546,52008
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,26,27,1,0.9860511940612088,0.9858656068352125,0.9862332796414315,771954,516,64356
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,27,28,1,0.9854436585195042,0.9852510680019609,0.9856344982141607,721800,474,49680
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,28,29,1,0.9848396246235731,0.984638279991596,0.9850374676097766,671574,444,49782
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,29,30,1,0.984228587436095,0.9840202395125709,0.9844351845367323,627702,414,43458
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,30,31,1,0.9836683241123328,0.983451222074375,0.9838819245045172,588918,360,38424
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,31,32,1,0.9831028083199104,0.9828787029904055,0.9833251628265285,555348,336,33234
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,32,33,1,0.9825022760697528,0.9822694166258141,0.9827333846908047,524316,342,30690
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,33,34,1,0.9818737306534071,0.981630366272148,0.9821135933888928,483042,336,40938
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,34,35,1,0.9812154212479866,0.9809615519294068,0.9814657889207928,451734,324,30984
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,35,36,1,0.9806394005182436,0.9803767770852301,0.9808985223054836,421464,264,30006
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,36,37,1,0.9800861404860285,0.9798130121156944,0.9803540163877023,394536,240,26688
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,37,38,1,0.9794891098816444,0.9792072273968765,0.9797674907206387,370704,240,23592
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,38,39,1,0.9788868268086001,0.9785944393865117,0.9791757125849149,349416,228,21060
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,39,40,1,0.9783370684221584,0.9780341760627494,0.9786364591357938,330540,192,18684
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,40,41,1,0.9776980180684922,0.9773846207717627,0.978009664542335,304434,216,25890
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,41,42,1,0.9771430072133903,0.9768173541564535,0.9774634078016667,284754,174,19506
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,42,43,1,0.9765704881294208,0.9762325793122768,0.9769013936550178,265116,168,19470
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,43,44,1,0.9760242313887527,0.9756775684571749,0.9763673926745571,248076,150,16890
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,44,45,1,0.9754587155963302,0.9750980460816584,0.975814132642342,232776,144,15156
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,45,46,1,0.9748511800546257,0.9744765039568597,0.9752188528608446,220002,144,12630
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,46,47,1,0.9742208838153933,0.97383395195742,0.9746025632047062,208872,138,10992
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,47,48,1,0.9736378597941032,0.973236921353036,0.9740335457665102,192168,126,16578
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,48,49,1,0.9730758456474543,0.9726626514461797,0.9734837873800687,179670,114,12384
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,49,50,1,0.9724315428251278,0.9720008403949857,0.972855241963723,167382,120,12168
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,50,51,1,0.9718152531689894,0.9713705441557532,0.9722547097135654,156414,102,10866
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,51,52,1,0.9711884585755305,0.9707262413334267,0.9716436725260873,146796,102,9516
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,52,53,1,0.9704531129630927,0.9699716366692346,0.9709275859654037,138552,114,8130
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,53,54,1,0.9696967574760137,0.9691942713075146,0.9701922403529659,131028,108,7416
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,54,55,1,0.9689509069262553,0.9684274108831151,0.9694656488549619,118494,96,12438
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,55,56,1,0.9683538763218713,0.9678111212269767,0.9688861264794454,109122,78,9294
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,56,57,1,0.9677060718537713,0.9671440577071223,0.9682575810630997,99864,72,9186
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,57,58,1,0.967124798655368,0.9665435254569648,0.967693816093564,91710,60,8094
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,58,59,1,0.9663439316478745,0.9657363961061699,0.9669392114293718,84930,72,6708
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,59,60,1,0.9655928286294558,0.9649590307444499,0.9662143707542545,79692,66,5172
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,60,61,1,0.9647559352895861,0.9640923734155052,0.9654089922263464,75180,72,4440
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,61,62,1,0.9639225435954899,0.9632292177323342,0.9646036136984383,66210,60,8910
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,62,63,1,0.9633115064080118,0.9625936690244415,0.964015337208488,60018,42,6150
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,63,64,1,0.962525386931858,0.9617725330905526,0.9632624833671826,53832,54,6132
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,64,65,1,0.9616307164367253,0.9608393444919112,0.9624063309755585,48492,48,5292
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,65,66,1,0.9606397506828209,0.9598011065200645,0.9614608866167098,44076,48,4368
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,66,67,1,0.9598553820295539,0.9589782197632888,0.9607132852440647,40374,36,3666
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,67,68,1,0.9590465018558723,0.9581290706632117,0.9599464248196653,37488,36,2850
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,68,69,1,0.9580485328104209,0.9570785769311576,0.9589992296379298,31560,36,5892
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,69,70,1,0.957442748091603,0.9564342741088312,0.9584267105539603,27540,24,3996
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Unboosted,70,NA,NA,0.9567126549478255,0.9556569087471112,0.9577421388052385,-6,18,27528
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,0,1,1,1,1,1,3426960,NA,NA
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,1,2,1,1,NA,NA,3319314,0,107646
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,2,3,1,1,NA,NA,3212154,0,107160
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,3,4,1,0.9996165697878002,0.9995938090902724,0.9996375796624414,3101478,1236,109440
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,4,5,1,0.9991683591287905,0.9991350934939421,0.9991998739407522,2992206,1392,107880
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,5,6,1,0.9987008894180265,0.9986588696687443,0.9987394075215351,2884458,1404,106344
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,6,7,1,0.9982124098326214,0.998165137614679,0.9982596820505638,2775840,1404,107214
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,7,8,1,0.9977344351845367,0.9976801596750473,0.9977887106940262,2654898,1332,119610
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,8,9,1,0.9972704671195461,0.9972109391413965,0.9973299950976959,2550102,1230,103566
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,9,10,1,0.9969010434904405,0.9968345122207437,0.9969640731143637,2452140,948,97014
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,10,11,1,0.9965683871419567,0.9965001050493733,0.9966366692345402,2356608,816,94716
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,11,12,1,0.9963197702920372,0.9962479865536802,0.9963915540303943,2266080,588,89940
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,12,13,1,0.9961131731913999,0.9960378878072694,0.996184956929757,2180916,474,84690
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,13,14,1,0.99591883185097,0.9958435464668394,0.9959941172351005,2099088,420,81408
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,14,15,1,0.9957595069682751,0.995680719938371,0.9958365431752924,2010816,342,87930
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,15,16,1,0.9956001820855802,0.9955196442327894,0.9956789691154843,1902660,318,107838
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,16,17,1,0.9954653687232999,0.9953830800476224,0.9955459065760908,1805022,258,97380
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,17,18,1,0.9953147979550389,0.9952307584564746,0.9953970866307165,1719210,276,85536
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,18,19,1,0.9951694796554381,0.9950836893339869,0.9952535191540024,1636998,252,81960
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,19,20,1,0.995025912178724,0.9949383710343862,0.9951117025001751,1532526,234,104238
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,20,21,1,0.994889347993557,0.9948000560263324,0.9949786399607816,1454838,210,77478
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,21,22,1,0.9947475313397297,0.9946547377267315,0.9948368233069543,1372200,210,82428
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,22,23,1,0.9946197212689964,0.9945251768331116,0.9947107640591077,1299096,174,72930
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,23,24,1,0.9944989144898102,0.9944026192310386,0.9945917081028083,1234020,156,64920
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,24,25,1,0.9943798585335107,0.9942818124518524,0.9944744029693956,1176672,150,57198
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,25,26,1,0.994241543525457,0.9941417466209118,0.9943395896071153,1123332,162,53178
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,26,27,1,0.9940927235800826,0.993989425029764,0.9941925204846278,1043448,168,79716
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,27,28,1,0.9939316478745011,0.9938265985012956,0.9940349464248197,987180,168,56100
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,28,29,1,0.993788080397787,0.9936812802016948,0.9938948805938791,929802,144,57234
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,29,30,1,0.9936427620981861,0.9935324602563205,0.993751313117165,877440,138,52224
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,30,31,1,0.9935149520274529,0.9934011485398138,0.9936252538693185,831414,114,45912
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,31,32,1,0.9933783878422859,0.9932628335317599,0.9934921913299251,792924,114,38376
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,32,33,1,0.9932295678969115,0.9931105119406121,0.9933451222074375,756786,120,36018
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,33,34,1,0.9930474823166888,0.9929249247146159,0.9931682890958751,698250,138,58398
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,34,35,1,0.9928706492051265,0.9927445899572799,0.9929967084529729,657564,120,40566
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,35,36,1,0.9927183276139786,0.9925887667203586,0.9928461376847119,618300,102,39162
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,36,37,1,0.9925887667203586,0.9924557041809651,0.9927200784368654,580932,84,37284
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,37,38,1,0.9923926745570418,0.992254359548988,0.9925274879193221,547404,114,33414
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,38,39,1,0.992182575810631,0.992039008333917,0.9923226416415716,518376,114,28914
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,39,40,1,0.9920372575110302,0.9918901883885426,0.9921808249877443,492930,78,25368
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,40,41,1,0.9918674276910148,0.9917151060998669,0.9920162476363891,450054,84,42792
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,41,42,1,0.9917046011625464,0.991548777925625,0.9918569227536942,420462,72,29520
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,42,43,1,0.9915295188738708,0.9913684431682891,0.9916888437565656,390822,72,29568
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,43,44,1,0.9913999579802507,0.9912353806288956,0.9915627845087192,365364,54,25404
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,44,45,1,0.991224875691575,0.9910532950486729,0.9913912038658169,342174,66,23124
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,45,46,1,0.9910392884655789,0.9908624553540164,0.9912126199313678,323874,60,18240
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,46,47,1,0.9908064290216402,0.9906225926185307,0.9909867637789761,309438,78,14358
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,47,48,1,0.9906050843896631,0.9904124938721199,0.9907924224385461,281448,66,27924
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,48,49,1,0.9903792282372715,0.9901796344281812,0.9905735695777015,262146,60,19242
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,49,50,1,0.9901568737306534,0.9899485258071293,0.9903599691855172,243612,60,18474
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,50,51,1,0.9900098046081659,0.9897979550388682,0.9902181525316899,226596,36,16980
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,51,52,1,0.9898172140906226,0.9895966104068913,0.9900343161285804,212286,42,14268
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,52,53,1,0.9895668464178163,0.9893357377967645,0.9897909517473212,200736,54,11496
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,53,54,1,0.9893042229848029,0.9890626094264304,0.9895405840745151,190092,54,10590
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,54,55,1,0.9890958750612788,0.9888472582113593,0.9893409902654248,169668,42,20382
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,55,56,1,0.9887824777645493,0.9885181035086491,0.9890398487289026,154608,54,15006
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,56,57,1,0.9884883395195742,0.9882099586805799,0.9887579662441347,140220,48,14340
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,57,58,1,0.9881766930457315,0.9878843056236432,0.9884638279991597,127974,42,12204
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,58,59,1,0.9879613418306604,0.9876566986483647,0.9882572308985224,118152,30,9792
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,59,60,1,0.987576160795574,0.9872522585615239,0.987893059738077,111354,42,6756
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,60,61,1,0.9872575110301842,0.9869161005672666,0.987590167378668,105612,36,5706
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,61,62,1,0.9869668744309825,0.9866114573849709,0.9873135373625604,91722,30,13860
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,62,63,1,0.9866989985293088,0.9863260732544296,0.9870596680439807,83142,30,8550
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,63,64,1,0.9863313257230899,0.9859356397506829,0.9867147559352896,74448,30,8664
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,64,65,1,0.9859724070313047,0.9855557111842566,0.9863785979410323,67008,24,7416
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,65,66,1,0.9855311996638421,0.985084739827719,0.9859654037397577,60810,30,6168
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,66,67,1,0.9850619791301912,0.9845822536592198,0.9855259471951817,55908,30,4872
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,67,68,1,0.9847275719588207,0.9842233349674347,0.9852143007213391,52194,18,3696
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,68,69,1,0.9842741088311506,0.9837383570278031,0.9847923524056307,43740,24,8430
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,69,70,1,0.9840272428041179,0.9834704811261293,0.9845647454303523,38076,12,5652
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,Boosted,70,NA,NA,0.9837943833601793,0.9832166118075496,0.9843528958610547,-6,12,38070
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,Unboosted,0,1,1,1,1,1,3426960,NA,NA
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,Unboosted,1,2,1,1,NA,NA,3304464,0,122496
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,Unboosted,2,3,1,1,NA,NA,3180564,0,123900
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,Unboosted,3,4,1,0.9999947475313398,0.9999912458855662,0.9999964983542265,3054312,18,126234
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,Unboosted,4,5,1,0.9999894950626794,0.999985993416906,0.999992996708453,2928696,18,125598
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,Unboosted,5,6,1,0.9999842425940192,0.999978990125359,0.9999877442397928,2803284,18,125394
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,Unboosted,6,7,1,0.999978990125359,0.9999737376566986,0.9999842425940192,2676090,12,127182
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,Unboosted,7,8,1,0.9999684851880384,0.9999614818964914,0.9999737376566986,2534982,30,141078
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,Unboosted,8,9,1,0.9999597310736046,0.9999509769591708,0.9999649835422649,2411370,24,123588
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,Unboosted,9,10,1,0.9999509769591708,0.999942222844737,0.9999579802507178,2293914,18,117438
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,Unboosted,10,11,1,0.9999387211989635,0.999928216261643,0.9999474753133973,2179074,30,114810
