treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,fup_period,n_0,n_1,yearsatrisk_0,yearsatrisk_1,events_0,events_1,rate_0,rate_1,rr,rrE,rrCI,q_0,q_1
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,28-41,633421,843742,16965.062286105407,22958.08076659822,110,16,0.006483913713072032,6.969223674514834e-4,0.10748483065813141,0.11,(0.06-0.18),"110 / 16,965","16 / 22,958"
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,42-55,271521,363762,7262.308008213552,9594.696783025325,48,6,0.006609469048367652,6.253454523560386e-4,0.09461356846969136,0.09,(0.03-0.22),"48 /  7,262","6 /  9,595"
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,56-69,110651,141789,2656.4380561259413,3399.3921971252566,22,6,0.008281766611973648,0.0017650214073780552,0.213121365292547,0.21,(0.07-0.54),"22 /  2,656","6 /  3,399"
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,All,4090245,4090245,171817.86447638605,196041.55783709788,667,170,0.003882017751953085,8.671630743786617e-4,0.22337947165295227,0.22,(0.19-0.26),"667 /171,818","170 /196,042"
pfizer,covidadmitted,none,none,,BNT162b2,COVID-19 hospitalisation, ,Main analysis,0-6,4090245,4090245,64521.33059548255,66183.86858316221,310,95,0.004804612631806211,0.001435395089977694,0.29875355205026843,0.3,(0.23-0.38),"310 / 64,521","95 / 66,184"
pfizer,covidadmitted,none,none,,BNT162b2,COVID-19 hospitalisation, ,Main analysis,7-13,2517948,2693665,39849.80971937029,43927.32648870636,449,145,0.011267305996237894,0.0033009065561337824,0.29296324757985104,0.29,(0.24-0.35),"449 / 39,850","145 / 43,927"
pfizer,covidadmitted,none,none,,BNT162b2,COVID-19 hospitalisation, ,Main analysis,14-27,1561530,1807835,40532.10951403149,49972.947296372346,620,99,0.015296514477870123,0.0019810718670016615,0.12951132559431963,0.13,(0.10-0.16),"620 / 40,532","99 / 49,973"
pfizer,covidadmitted,none,none,,BNT162b2,COVID-19 hospitalisation, ,Main analysis,28-41,632688,843660,16937.36618754278,22955.545516769336,298,34,0.01759423494186335,0.001481123590600909,0.08418232423830802,0.08,(0.06-0.12),"298 / 16,937","34 / 22,956"
pfizer,covidadmitted,none,none,,BNT162b2,COVID-19 hospitalisation, ,Main analysis,42-55,270875,363715,7242.584531143053,9593.034907597535,135,25,0.01863975483054442,0.002606057440716742,0.1398117874622617,0.14,(0.09-0.22),"135 /  7,243","25 /  9,593"
pfizer,covidadmitted,none,none,,BNT162b2,COVID-19 hospitalisation, ,Main analysis,56-69,110285,141760,2647.028062970568,3398.6557152635182,53,12,0.020022454896274102,0.003530807767938203,0.17634240088088482,0.18,(0.09-0.33),"53 /  2,647","12 /  3,399"
pfizer,covidadmitted,none,none,,BNT162b2,COVID-19 hospitalisation, ,Main analysis,All,4090245,4090245,171730.2286105407,196031.37850787133,1865,410,0.010860056584618832,0.002091501896894211,0.19258664820001203,0.19,(0.17-0.21),"1,865 /171,730","410 /196,031"
pfizer,coviddeath,none,none,,BNT162b2,COVID-19 death, ,Main analysis,0-6,4090245,4090245,64522.913073237505,66184.23819301848,13,NA,NA,NA,NA,NA,NA,"13 / 64,523","-- / 66,184"
pfizer,coviddeath,none,none,,BNT162b2,COVID-19 death, ,Main analysis,7-13,2518246,2693747,39859.04449007529,43929.74401095141,31,8,7.777406708211194e-4,1.8210896011608104e-4,0.23415126268736194,0.23,(0.09-0.52),"31 / 39,859","8 / 43,930"
pfizer,coviddeath,none,none,,BNT162b2,COVID-19 death, ,Main analysis,14-27,1562227,1807998,40567.323750855576,49978.956878850106,125,23,0.003081297666261845,4.601936782264667e-4,0.14935060746168105,0.15,(0.09-0.23),"125 / 40,567","23 / 49,979"
pfizer,coviddeath,none,none,,BNT162b2,COVID-19 death, ,Main analysis,28-41,633764,843795,16977.275838466805,22959.537303216974,119,13,0.007009369532087825,5.662135010960568e-4,0.08077951925690573,0.08,(0.04-0.14),"119 / 16,977","13 / 22,960"
pfizer,coviddeath,none,none,,BNT162b2,COVID-19 death, ,Main analysis,42-55,271795,363788,7270.469541409993,9595.433264887064,57,NA,NA,NA,NA,NA,NA,"57 /  7,270","-- /  9,595"
pfizer,coviddeath,none,none,,BNT162b2,COVID-19 death, ,Main analysis,56-69,110781,141806,2659.5920602327174,3399.934291581109,19,NA,NA,NA,NA,NA,NA,"19 /  2,660","-- /  3,400"
pfizer,coviddeath,none,none,,BNT162b2,COVID-19 death, ,Main analysis,All,4090245,4090245,171856.61875427788,196047.84394250513,364,52,0.002118044697018335,2.6524137656545725e-4,0.12522935750074077,0.13,(0.09-0.17),"364 /171,857","52 /196,048"
moderna,postest,none,none,,mRNA-1273,Positive SARS-CoV-2 test, ,Main analysis,0-6,1266326,1266326,17989.54688569473,19746.0424366872,4083,3929,0.22696513847421013,0.1989765803754228,0.876683448890246,0.88,(0.84-0.92),"4,083 / 17,990","3,929 / 19,746"
moderna,postest,none,none,,mRNA-1273,Positive SARS-CoV-2 test, ,Main analysis,7-13,598999,772404,8632.892539356604,12389.596167008898,3027,1805,0.35063566309903327,0.14568675004972045,0.4154932466426634,0.42,(0.39-0.44),"3,027 /  8,633","1,805 / 12,390"
moderna,postest,none,none,,mRNA-1273,Positive SARS-CoV-2 test, ,Main analysis,14-27,281903,486238,5300.539356605065,11452.490075290896,1921,620,0.36241594878570593,0.054136698300893474,0.14937725142141614,0.15,(0.14-0.16),"1,921 /  5,301","620 / 11,452"
moderna,postest,none,none,,mRNA-1273,Positive SARS-CoV-2 test, ,Main analysis,28-41,37501,128786,518.5681040383299,2205.5003422313484,NA,118,0.3798922426309482,0.053502598816474026,NA,NA,NA,-- /    519,"118 /  2,206"
moderna,postest,none,none,,mRNA-1273,Positive SARS-CoV-2 test, ,Main analysis,42-55,1160,8581,8.544832306639288,63.1129363449692,NA,6,0.35108939442486387,0.09506767308693388,NA,NA,NA,-- /      9,6 /     63
moderna,postest,none,none,,mRNA-1273,Positive SARS-CoV-2 test, ,Main analysis,All,1266326,1266326,32450.091718001368,45856.74195756331,9231,6478,0.28446760891215583,0.14126603250607866,0.49659795379270016,0.5,(0.48-0.51),"9,231 / 32,450","6,478 / 45,857"
moderna,covidemergency,none,none,,mRNA-1273,COVID-19 A&E attendance, ,Main analysis,0-6,1266326,1266326,18009.114305270363,19763.46338124572,18,17,9.994939059680633e-4,8.601731220921494e-4,0.8606086710043777,0.86,(0.42-1.77),"18 / 18,009","17 / 19,763"
moderna,covidemergency,none,none,,mRNA-1273,COVID-19 A&E attendance, ,Main analysis,7-13,601879,775157,8699.77002053388,12446.220396988365,27,11,0.003103530315890245,8.838024435644488e-4,0.28477325935542885,0.28,(0.13-0.59),"27 /  8,700","11 / 12,446"
moderna,covidemergency,none,none,,mRNA-1273,COVID-19 A&E attendance, ,Main analysis,14-27,285603,488799,5403.006160164271,11510.866529774128,26,9,0.004812135916426478,7.818698945661914e-4,0.16247876372262007,0.16,(0.07-0.36),"26 /  5,403","9 / 11,511"
moderna,covidemergency,none,none,,mRNA-1273,COVID-19 A&E attendance, ,Main analysis,28-41,38679,129385,536.5229295003422,2215.060917180014,6,0,0.011183119434592912,0,0,0,(NA-0.21),6 /    537,"0 /  2,215"
moderna,covidemergency,none,none,,mRNA-1273,COVID-19 A&E attendance, ,Main analysis,42-55,1212,8631,8.93908281998631,63.51540041067762,0,0,0,0,NaN,NA,(NA-NA),0 /      9,0 /     64
moderna,covidemergency,none,none,,mRNA-1273,COVID-19 A&E attendance, ,Main analysis,All,1266326,1266326,32657.352498288845,45999.1266255989,77,37,0.002357815135321658,8.043630980465005e-4,0.3411476523314317,0.34,(0.22-0.51),"77 / 32,657","37 / 45,999"
moderna,covidadmitted,none,none,,mRNA-1273,COVID-19 hospitalisation, ,Main analysis,0-6,1266326,1266326,18008.97467488022,19763.414099931553,41,26,0.002276642659572883,0.0013155621730402364,0.5778518501832197,0.58,(0.34-0.97),"41 / 18,009","26 / 19,763"
moderna,covidadmitted,none,none,,mRNA-1273,COVID-19 hospitalisation, ,Main analysis,7-13,601859,775148,8699.07460643395,12446.020533880903,64,18,0.007357104392766647,0.0014462454043844698,0.19657807299926155,0.2,(0.11-0.34),"64 /  8,699","18 / 12,446"
moderna,covidadmitted,none,none,,mRNA-1273,COVID-19 hospitalisation, ,Main analysis,14-27,285555,488785,5401.472963723477,11510.33812457221,46,13,0.008516195546832866,0.001129419471374839,0.1326201899855229,0.13,(0.07-0.25),"46 /  5,401","13 / 11,510"
moderna,covidadmitted,none,none,,mRNA-1273,COVID-19 hospitalisation, ,Main analysis,28-41,38655,129378,535.9890485968515,2214.915811088296,7,NA,NA,NA,NA,NA,NA,7 /    536,"-- /  2,215"
moderna,covidadmitted,none,none,,mRNA-1273,COVID-19 hospitalisation, ,Main analysis,42-55,1211,8631,8.936344969199178,63.520876112251884,0,NA,NA,NA,NA,NA,NA,0 /      9,-- /     64
moderna,covidadmitted,none,none,,mRNA-1273,COVID-19 hospitalisation, ,Main analysis,All,1266326,1266326,32654.447638603695,45998.20944558521,158,61,0.004838544560564372,0.0013261385765931074,0.274077991841089,0.27,(0.20-0.37),"158 / 32,654","61 / 45,998"
moderna,coviddeath,none,none,,mRNA-1273,COVID-19 death, ,Main analysis,0-6,1266326,1266326,18009.190965092403,19763.534565366186,NA,NA,NA,NA,NA,NA,NA,"-- / 18,009","-- / 19,764"
moderna,coviddeath,none,none,,mRNA-1273,COVID-19 death, ,Main analysis,7-13,601896,775173,8700.224503764544,12446.595482546201,7,NA,NA,NA,NA,NA,NA,"7 /  8,700","-- / 12,447"
moderna,coviddeath,none,none,,mRNA-1273,COVID-19 death, ,Main analysis,14-27,285634,488817,5404.120465434634,11511.403148528405,10,0,0.00185043987526946,0,0,0,(NA-0.21),"10 /  5,404","0 / 11,511"
moderna,coviddeath,none,none,,mRNA-1273,COVID-19 death, ,Main analysis,28-41,38698,129395,536.90896646132785,2215.2799452429845,NA,NA,NA,NA,Inf,Inf,(0.01-NA),-- /    537,"-- /  2,215"
moderna,coviddeath,none,none,,mRNA-1273,COVID-19 death, ,Main analysis,42-55,1215,8634,8.958247775496236,63.54277891854894,0,0,0,0,NaN,NA,(NA-NA),0 /      9,0 /     64
moderna,coviddeath,none,none,,mRNA-1273,COVID-19 death, ,Main analysis,All,1266326,1266326,32659.403148528407,46000.35592060233,18,NA,NA,NA,NA,NA,NA,"18 / 32,659","-- / 46,000"
