treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_descr,period_id,term_left,term_right,term_midpoint,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.21027614399547467,0.02881393314675844,0.028827483906745936,-7.294294038137259,3.0022911560526815e-13,-0.2667769742176047,-0.15377531377334464,NA,Demographic adjustment,1,0,7,3.5,0.8103604389007475,0.7658438553450928,0.8574646598679142,0.1896395610992525,0.1425353401320858,0.2341561446549072
pfizer,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.6878225763951806,0.030772278426106536,0.030878939797578903,-22.274811923727707,6.484948226404069e-110,-0.7483441862792158,-0.6273009665111454,NA,Demographic adjustment,2,7,14,10.5,0.5026694025315267,0.4731493516660319,0.5340312257676967,0.4973305974684733,0.4659687742323033,0.5268506483339681
pfizer,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.364175703882104,0.03428323857645299,0.03431822889588456,-39.750760682340925,0,-1.4314381965312395,-1.2969132112329687,NA,Demographic adjustment,3,14,28,21,0.2555912720727234,0.2389649963576787,0.27337434082593737,0.7444087279272766,0.7266256591740626,0.7610350036423212
pfizer,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-1.2381134455478238,0.04433064820813766,0.044428741633207196,-27.867398446019134,6.6297720712722705e-171,-1.325192179027345,-1.1510347120683024,NA,Demographic adjustment,4,28,42,35,0.2899306723196922,0.2657518822428899,0.3163093109343263,0.7100693276803078,0.6836906890656738,0.7342481177571101
pfizer,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.0113254783031398,0.0444416204318288,0.04429791549288606,-22.830091823746237,2.3047196319028023e-115,-1.0981477972593954,-0.9245031593468842,NA,Demographic adjustment,5,42,70,56,0.36373653502203457,0.33348819976718436,0.3967284809543497,0.6362634649779655,0.6032715190456504,0.6665118002328156
pfizer,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.24143112467586914,0.028827339048895072,0.028834244229401243,-8.373069283698808,5.61365780219791e-17,-0.29794520488692744,-0.18491704446481083,NA,Full adjustment,1,0,7,3.5,0.785502903692987,0.7423420153480217,0.831173231412542,0.21449709630701297,0.16882676858745804,0.2576579846519783
pfizer,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.7243031637614089,0.030789875929836813,0.03091305564875333,-23.43033221921621,2.097877626736804e-121,-0.7848916394850479,-0.6637146880377699,NA,Full adjustment,2,7,14,10.5,0.48466218148291096,0.4561691298293803,0.5149349546025443,0.515337818517089,0.48506504539745565,0.5438308701706197
pfizer,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.4065978879167549,0.03430728632147577,0.03430056130926501,-41.00801369500665,0,-1.4738257527324223,-1.3393700231010874,NA,Full adjustment,3,14,28,21,0.24497530047267818,0.22904752762862401,0.2620106772729869,0.7550246995273218,0.7379893227270131,0.770952472371376
pfizer,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-1.2789811238950917,0.04435482007491395,0.04441823889584598,-28.794052976618637,2.5461458254745922e-182,-1.366039272387646,-1.1919229754025373,NA,Full adjustment,4,28,42,35,0.27832073038037,0.25511540377210595,0.3036368161785308,0.72167926961963,0.6963631838214692,0.744884596227894
pfizer,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.0395110997097023,0.04445023536470258,0.044248798308912936,-23.492414244847772,4.876096916405873e-122,-1.1262371507543485,-0.9527850486650562,NA,Full adjustment,5,42,70,56,0.35362752830426825,0.324251071658149,0.38566542936957865,0.6463724716957318,0.6143345706304213,0.675748928341851
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.1728132776293609,0.020235892153958795,0.020231834968063998,-8.541651209697346,1.3231730548660249e-17,-0.21246694550792442,-0.1331596097507974,NA,Unadjusted,1,0,7,3.5,0.8412946887182473,0.8085870433137421,0.8753253704943504,0.1587053112817527,0.12467462950564956,0.1914129566862579
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.6991928949784462,0.022045298098104578,0.022112276901514818,-31.6201220748347,1.9532460459492055e-219,-0.7425321613215922,-0.6558536286353002,NA,Unadjusted,2,7,14,10.5,0.4969862620696833,0.47590731441719264,0.5189988411682058,0.5030137379303167,0.4810011588317942,0.5240926855828074
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.5436972491197356,0.026978570269366387,0.02699357448877328,-57.18758179883751,0,-1.5966036829317305,-1.4907908153077407,NA,Unadjusted,3,14,28,21,0.21358994454172425,0.20258338833923006,0.2251944978476917,0.7864100554582758,0.7748055021523084,0.7974166116607699
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-1.472380848341953,0.04290198042892806,0.042877244763590186,-34.3394464000692,2.024316535247212e-258,-1.5564187038348982,-1.3883429928490076,NA,Unadjusted,4,28,42,35,0.2293787186189585,0.21088997988606475,0.2494883663211541,0.7706212813810415,0.7505116336788459,0.7891100201139353
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.1691766232819807,0.06244256341437539,0.06252109099433648,-18.70051537309052,4.902855787603905e-78,-1.2917157099050316,-1.0466375366589298,NA,Unadjusted,5,42,70,56,0.31062259541435955,0.2747989032008936,0.3511163824093426,0.6893774045856405,0.6488836175906574,0.7252010967991064
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.17797592238359383,0.02023843118961899,0.02023283372308796,-8.796391292461575,1.4128630860920082e-18,-0.21763154778603366,-0.138320296981154,NA,region- and trial-stratified,1,0,7,3.5,0.8369625753099978,0.8044217780553952,0.8708197261428501,0.16303742469000215,0.12918027385714992,0.19557822194460484
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.7149006381320028,0.022068348731049188,0.022169428122526567,-32.247139356995206,3.8582850910640104e-228,-0.7583519188100043,-0.67144935745400125,NA,region- and trial-stratified,2,7,14,10.5,0.4892407212532924,0.4684378147316522,0.5109674663424829,0.5107592787467077,0.4890325336575171,0.5315621852683479
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.5989573653092293,0.027086796091533697,0.027011196689787683,-59.196094999884195,0,-1.6518983380005405,-1.546016392617918,NA,region- and trial-stratified,3,14,28,21,0.2021071320859618,0.19168567880624876,0.21309517275570627,0.7978928679140382,0.7869048272442938,0.8083143211937512
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-1.539818210520069,0.04326378507815488,0.043062354838218776,-35.75787288700354,4.991552342538475e-280,-1.624218875092462,-1.4554175459476761,NA,region- and trial-stratified,4,28,42,35,0.21442007719849868,0.19706554790735772,0.23330292886823545,0.7855799228015014,0.7666970711317646,0.8029344520926422
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.2277023998481766,0.06294178411980246,0.06308228727909641,-19.46191954670928,2.3096998428273756e-84,-1.3513414109776147,-1.1040633887187385,NA,region- and trial-stratified,5,42,70,56,0.29296492124427925,0.25889274604648,0.3315212434119635,0.7070350787557207,0.6684787565880366,0.74110725395352
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.19101661995489216,0.02025748107136915,0.020250715614298833,-9.432586165992928,4.001001462541201e-21,-0.23070729322008077,-0.15132594668970356,NA,Demographic adjustment,1,0,7,3.5,0.8261188579789416,0.7939718329644695,0.859567479818861,0.17388114202105842,0.14043252018113905,0.2060281670355305
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.7322320781579361,0.022098364688428834,0.022227345904103895,-32.942848026796675,5.3556345312713526e-238,-0.7757968756018936,-0.6886672807139786,NA,Demographic adjustment,2,7,14,10.5,0.4808345311435772,0.46033680363326174,0.5022449747994865,0.5191654688564228,0.4977550252005135,0.5396631963667382
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.6267925708356181,0.027142757596061468,0.027091804265851643,-60.047406029953436,0,-1.679891531472896,-1.5736936101983403,NA,Demographic adjustment,3,14,28,21,0.19655901325822425,0.18639419284650532,0.20727816195895582,0.8034409867417758,0.7927218380410441,0.8136058071534946
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-1.5759625819232204,0.04332385556441716,0.04311090266295875,-36.55600983918392,1.4312319874673386e-292,-1.6604583984836314,-1.4914667653628093,NA,Demographic adjustment,4,28,42,35,0.20680838682507638,0.19005184065518368,0.2250423290495181,0.7931916131749236,0.774957670950482,0.8099481593448163
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.2658856352005292,0.06297035149660947,0.06309250523599155,-20.06396212142161,1.5243983344614773e-89,-1.3895446731574774,-1.142226597243581,NA,Demographic adjustment,5,42,70,56,0.28198944573937457,0.24918874112705727,0.3191077058648277,0.7180105542606254,0.6808922941351723,0.7508112588729428
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.22647560323991656,0.020273108376675803,0.02025068347509977,-11.183602939544773,4.905705034903452e-29,-0.2661662135134325,-0.18678499296640058,NA,Full adjustment,1,0,7,3.5,0.7973387945589763,0.7663117455473993,0.8296220917958486,0.20266120544102373,0.17037790820415144,0.23368825445260066
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.7754287911418287,0.022120350546429274,0.02224680002174532,-34.855745113179395,3.484485147774168e-266,-0.8190317179557144,-0.731825864327943,NA,Full adjustment,2,7,14,10.5,0.4605062776455368,0.4408583231032272,0.48102989245661315,0.5394937223544631,0.5189701075433868,0.5591416768967727
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.6809618159072648,0.027173705809163617,0.027085300620944944,-62.06177437098056,0,-1.7340480296347571,-1.6278756021797725,NA,Full adjustment,3,14,28,21,0.1861948047632593,0.17656820800593254,0.19634624892190905,0.8138051952367407,0.803653751078091,0.8234317919940675
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-1.628442014180347,0.043339601819710485,0.04305255565677194,-37.824514464664574,4.493987279e-313,-1.7128234727100262,-1.544060555650668,NA,Full adjustment,4,28,42,35,0.1962350675404587,0.18035584324034104,0.2135123600142669,0.8037649324595413,0.7864876399857331,0.819644156759659
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.3145897079379036,0.06296749607448783,0.06299484282004839,-20.868211572384933,1.0415814330958137e-96,-1.43805733107696,-1.1911220847988473,NA,Full adjustment,5,42,70,56,0.2685844987234561,0.23738847824381154,0.30388009345778233,0.731415501276544,0.6961199065422177,0.7626115217561884
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.5643937541321644,0.3242361579667095,0.32414134181111953,-1.741196451457409,0.08164914906544453,-1.1996991099824457,0.07091160171811695,NA,Unadjusted,1,0,7,3.5,0.5687048172149184,0.30128485187955845,1.0734863273270245,0.4312951827850816,-0.07348632732702454,0.6987151481204416
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.060665520364011,0.25468149550144237,0.2549967539351438,-4.159525578250231,3.189093078499219e-5,-1.560449974251515,-0.5608810664765069,NA,Unadjusted,2,7,14,10.5,0.3462253136416804,0.2100415366500618,0.5707060123350355,0.6537746863583196,0.4292939876649645,0.7899584633499381
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.7921093338359158,0.2816702097626688,0.28243968143009224,-6.345104642385343,2.222743106440114e-10,-2.3456809372438627,-1.2385377304279688,NA,Unadjusted,3,14,28,21,0.1666083660979374,0.09578195841680626,0.28980768521176686,0.8333916339020626,0.7101923147882332,0.9042180415831937
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-1.9283113829644942,0.4113111552141216,0.4113715968303048,-4.68751707172419,2.7653963920653484e-6,-2.734584897014623,-1.1220378689143655,NA,Unadjusted,4,28,42,35,0.14539350526056785,0.06492095039168387,0.3256155562174677,0.8546064947394322,0.6743844437825324,0.9350790496083161
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.4921737529330892,0.3282135512292437,0.3282444426014816,-4.545922365377935,5.469519564812719e-6,-2.135521038557418,-0.8488264673087603,NA,Unadjusted,5,42,70,56,0.22488328314845552,0.11818299643364617,0.42791681177268454,0.7751167168515445,0.5720831882273154,0.8818170035663538
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.5593706515649064,0.32425106096382744,0.32429970001870273,-1.724857135336995,0.08455322206553445,-1.1949863837987071,0.07624508066889435,NA,region- and trial-stratified,1,0,7,3.5,0.571568666525081,0.3027080758881761,1.07922703943301,0.428431333474919,-0.0792270394330099,0.6972919241118238
