treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,model,model_descr,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,Demographic adjustment,-1.2884238319348646,0.13798443785177192,0.13760846341258837,-9.362969398704877,7.752663406711063e-21,-1.5581314641914354,-1.0187161996782939,0.27570499821543687,0.21052908504034246,0.36105816935654317,0.7242950017845631,0.6389418306434569,0.7894709149596575
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,Full adjustment,-1.3308324875314335,0.1380798139082382,0.13721740685408396,-9.698714747951996,3.0532031376746004e-22,-1.5997736630174175,-1.0618913120454494,0.26425717889808226,0.2019422198151432,0.345801173539128,0.7357428211019177,0.654198826460872,0.7980577801848567
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,Unadjusted,-1.5590442978433448,0.10962241708429167,0.10976306510117835,-14.20372414351071,8.687039458819967e-46,-1.7741759522743796,-1.3439126434123099,0.21033699469341693,0.16962316951063267,0.2608231615073391,0.7896630053065831,0.7391768384926609,0.8303768304893673
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,region- and trial-stratified,-1.535835560041634,0.10980934159704936,0.11035409624258279,-13.91734074524544,4.970560472554639e-44,-1.752125614223563,-1.319545505859705,0.21527574019384998,0.17340495938238362,0.26725674098983176,0.78472425980615,0.7327432590101682,0.82659504061761635
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,Demographic adjustment,-1.5084154728625363,0.10991614273674383,0.11068507150963491,-13.627993841348621,2.729817273822839e-42,-1.7253542266476611,-1.2914767190774115,0.22126029328316446,0.17810994930701265,0.2748645854666156,0.7787397067168356,0.7251354145333844,0.8218900506929874
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,Full adjustment,-1.5429294771334936,0.10998129882069195,0.11059696486701645,-13.950920615124804,3.1057046060356447e-44,-1.7596955450722875,-1.3261634091946997,0.21375399588664115,0.17209725170409867,0.26549390129754197,0.7862460041133589,0.7345060987024581,0.8279027482959014
pfizer,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,Unadjusted,-1.3882852982922207,0.23893533134497058,0.23895401433736224,-5.809842961383352,6.253146988463822e-9,-1.8566265603547183,-0.9199440362297231,0.24950276085711168,0.156198669372518,0.3985413443366616,0.7504972391428884,0.6014586556633383,0.843801330627482
pfizer,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,region- and trial-stratified,-1.3988530251089666,0.2392371932648506,0.2383365249328458,-5.869234795225408,4.378110562921559e-9,-1.8659840301777768,-0.9317220200401564,0.24687996673497623,0.15474386230955625,0.3938748656352944,0.7531200332650237,0.6061251343647056,0.8452561376904437
pfizer,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,Demographic adjustment,-1.4120754131582525,0.23937371924864,0.2385184992166767,-5.920192428661412,3.215651460581165e-9,-1.879563081269484,-0.9445877450470211,0.24363711041155406,0.15265678979887315,0.3888398390133705,0.756362889588446,0.6111601609866295,0.8473432102011269
pfizer,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,Full adjustment,-1.4475511516983504,0.23956771121821674,0.2379582500476824,-6.083214813557791,1.1779635291558106e-9,-1.9139407516159843,-0.9811615517807164,0.2351454190622464,0.14749798687271407,0.374875408663549,0.7648545809377536,0.6251245913364509,0.8525020131272859
pfizer,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,Unadjusted,-1.7942952465440025,0.19524206212588463,0.19532959110377812,-9.185987829108278,4.077672586680691e-20,-2.1771342102223428,-1.4114562828656623,0.16624457250858232,0.11336594853812716,0.2437880002324185,0.8337554274914176,0.7562119997675815,0.8866340514618728
pfizer,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,region- and trial-stratified,-1.797728758414662,0.19571073425173277,0.19623471867821224,-9.161114661685309,5.136398460991638e-20,-2.1823417395403073,-1.4131157772890166,0.1656747486038166,0.11277712652206862,0.24338377090647617,0.8343252513961834,0.7566162290935239,0.8872228734779314
pfizer,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,Demographic adjustment,-1.758211580594433,0.19591739721810994,0.19637053483590594,-8.953540723732589,3.442587815418801e-19,-2.1430907564976764,-1.3733324046911894,0.1723528274981625,0.11729176193787214,0.2532615816816356,0.8276471725018375,0.7467384183183644,0.8827082380621278
pfizer,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,Full adjustment,-1.7644334872756107,0.1959604295117721,0.195615132318714,-9.019923286920537,1.882210583502835e-19,-2.147832101451327,-1.3810348730998943,0.17128379345297842,0.11673695753318489,0.2513183358518025,0.8287162065470216,0.7486816641481975,0.8832630424668151
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,Unadjusted,-1.4746378972834817,0.0806809871798352,0.08074487054760736,-18.262929735134467,1.6328956703234215e-74,-1.632894935493141,-1.3163808590738224,0.22886158344412533,0.1953631908656712,0.26810385387576113,0.7711384165558747,0.7318961461242388,0.8046368091343288
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,region- and trial-stratified,-1.4367811770560135,0.08074123960020002,0.08057561820932942,-17.831463276190618,4.027411178457664e-71,-1.594706486778349,-1.278855867333678,0.23769161588887103,0.20296809357958653,0.27835559406143434,0.762308384111129,0.7216444059385656,0.7970319064204134
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,Demographic adjustment,-1.4294107944186363,0.08077439140363318,0.08069435672166733,-17.7138879655363,3.2763855214548057e-70,-1.5875688273487318,-1.2712527614885407,0.239449965944198,0.20442199325445037,0.28048002701602337,0.760550034055802,0.7195199729839766,0.7955780067455496
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,Full adjustment,-1.4506113815244102,0.08082813209786673,0.080703709725385,-17.97453161026285,3.084577248326481e-72,-1.6087877460049396,-1.2924350170438808,0.234426919984254,0.20013007556663343,0.27460130946188643,0.765573080015746,0.7253986905381136,0.7998699244333666
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,Unadjusted,-1.6328083073933188,0.06955794495349366,0.06961220479901038,-23.45577635570783,1.1541411353760944e-121,-1.7692457216838056,-1.4963708931028321,0.19538011554073673,0.17046151577186378,0.22394139448930384,0.8046198844592632,0.7760586055106962,0.8295384842281363
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,region- and trial-stratified,-1.5892211268757728,0.06966965818494171,0.06992662614726988,-22.726981329383356,2.4244131253215396e-114,-1.7262747956848186,-1.452167458066727,0.2040845057836545,0.17794606224872048,0.23406241742367073,0.7959154942163456,0.7659375825763293,0.8220539377512796
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,Demographic adjustment,-1.556338728248624,0.06972949609708931,0.07005766227325376,-22.215110778008285,2.4537598674425907e-109,-1.693649223145272,-1.4190282333519764,0.21090684661029957,0.18384739818968035,0.24194902068294402,0.7890931533897004,0.758050979317056,0.8161526018103197
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,Full adjustment,-1.5808321823750255,0.06976781980787733,0.06998773744213546,-22.587273716085303,5.780672323150435e-113,-1.7180056271210564,-1.4436587376289947,0.20580376066039355,0.17942362893716524,0.2360624860440956,0.7941962393396065,0.7639375139559044,0.8205763710628348
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,Unadjusted,-5.063412598200771,0.23078777921063406,0.20526499433081824,-24.667686834318424,2.3776042594588113e-134,-5.465724594375994,-4.661100602025549,0.006323941575579382,0.004229275427312342,0.009456049325393798,0.9936760584244206,0.9905439506746062,0.9957707245726877
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,region- and trial-stratified,-5.222798676290661,0.23096084998420768,0.205470174353399,-25.41876791960907,1.5642101649426804e-142,-5.625512817920488,-4.820084534660833,0.005392216919570496,0.0036047140999581444,0.008066105244807055,0.9946077830804295,0.9919338947551929,0.9963952859000419
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,Demographic adjustment,-5.456464485515266,0.23106991145755332,0.20582083096404347,-26.510749470584443,7.286411757508505e-155,-5.859865901472897,-5.053063069557634,0.0042686208685514745,0.002851626055895161,0.006389731248865767,0.9957313791314485,0.9936102687511342,0.9971483739441048
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,Full adjustment,-5.484658204589536,0.2312338680115188,0.20569470574820842,-26.664070835655462,1.2292789529434567e-156,-5.887812419666589,-5.081503989512483,0.004149953271885552,0.0027730363062446013,0.006210561369157381,0.9958500467281145,0.9937894386308426,0.9972269636937554
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,Unadjusted,-1.9678599384136144,0.19106862101606328,0.1913774263817788,-10.282612613297093,8.440795028995973e-25,-2.3429528015758665,-1.5927670752513625,0.13975562205061332,0.09604362135762419,0.2033621142004492,0.8602443779493867,0.7966378857995509,0.9039563786423758
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,region- and trial-stratified,-1.8953174291418018,0.19146564945121997,0.19352992837342908,-9.793407381852893,1.2017629105671042e-22,-2.2746291186843393,-1.5160057395992645,0.15027062719864065,0.10283504095881586,0.21958722618408197,0.8497293728013593,0.780412773815918,0.8971649590411841
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,Demographic adjustment,-1.8661719542740671,0.19173438371624066,0.19370325957074805,-9.634179406219376,5.734836008700266e-22,-2.245823366720747,-1.4865205418273875,0.1547147849413299,0.10584035905801344,0.22615819610288498,0.84528521505867,0.773841803897115,0.8941596409419865
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,Full adjustment,-1.9216821083177846,0.19188396053296672,0.19305337354210939,-9.954149326992317,2.4188261364427494e-23,-2.3000597675542767,-1.5433044490812926,0.14636056063500713,0.10025285167598659,0.21367385915990494,0.8536394393649929,0.786326140840095,0.8997471483240134
pfizer,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,Unadjusted,-1.8730556667547429,0.04686338556652293,0.04684397036070315,-39.98498957991885,0,-1.9648681615545829,-1.781243171954903,0.15365343006724652,0.14017436576812745,0.16842863131254823,0.8463465699327535,0.8315713686874517,0.8598256342318725
pfizer,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,region- and trial-stratified,-1.8437559649154442,0.046923713176849936,0.046957245433800865,-39.26456818074486,0,-1.9357904747789019,-1.7517214550519866,0.15822203226563974,0.14431015019146812,0.17347505675140798,0.8417779677343602,0.826524943248592,0.8556898498085319
pfizer,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,Demographic adjustment,-1.8585928115586798,0.046952166450853934,0.04701065756040538,-39.53556295549619,0,-1.9507320072666199,-1.7664536158507398,0.15589184529626393,0.14216996404064938,0.17093812742982586,0.8441081547037361,0.8290618725701742,0.8578300359593506
pfizer,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,Full adjustment,-1.875754690316604,0.04700666448330679,0.04711827423538815,-39.80949473968254,0,-1.9681048108316463,-1.7834045698015617,0.15323927499769696,0.13972140394321456,0.16806498316724214,0.846760725002303,0.8319350168327578,0.8602785960567855
pfizer,noncoviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,Unadjusted,-1.6054154698250844,0.0440429242595325,0.0440688147395279,-36.42974015330377,1.4401744109899848e-290,-1.691788759555927,-1.519042180094242,0.2008061086978842,0.18418975795519568,0.21892147390841957,0.7991938913021158,0.7810785260915805,0.8158102420448043
pfizer,noncoviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,region- and trial-stratified,-1.5804994989580248,0.04418056618376525,0.044343070968098995,-35.642535901382594,3.075158329386663e-278,-1.6674103210194025,-1.493588676896647,0.2058722395489854,0.188735196886605,0.22456531540526278,0.7941277604510146,0.7754346845947372,0.811264803113395
pfizer,noncoviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,Demographic adjustment,-1.5829703370921449,0.044233523211039565,0.04446078657278958,-35.60374116415065,1.2261128951238694e-277,-1.6701118774991344,-1.4958287966851553,0.20536419048072865,0.18822600620588403,0.22406282522763643,0.7946358095192714,0.7759371747723636,0.811773993794116
pfizer,noncoviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,Full adjustment,-1.6161059195084078,0.04426454301454135,0.04453785674620459,-36.286117868618106,2.67874165836082e-288,-1.703398514679573,-1.5288133243372426,0.19867083495092325,0.18206372520881126,0.21679277744552472,0.8013291650490768,0.7832072225544753,0.8179362747911887
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,Unadjusted,-0.8508056983524741,0.05574608548246432,0.05573380631484636,-15.265522931381714,1.2978321908741975e-52,-0.960041951450904,-0.7415694452540442,0.4270707031331489,0.38287682339993107,0.4763656986469738,0.5729292968668511,0.5236343013530262,0.6171231766000689
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,region- and trial-stratified,-0.8338593462629406,0.05584726090353249,0.0560771491049382,-14.869859819416359,5.172152199774167e-50,-0.9437685388643019,-0.7239501536615792,0.43436966434408136,0.38915850952418257,0.4848333023298965,0.5656303356559187,0.5151666976701035,0.6108414904758175
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,Demographic adjustment,-0.8653609807989106,0.056173063074578956,0.056393503215751276,-15.345047415979762,3.8227996750955107e-53,-0.9758902160638268,-0.7548317455339943,0.4208995885311818,0.3768567202860951,0.4700897027688077,0.5791004114688182,0.5299102972311923,0.6231432797139049
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,Full adjustment,-0.9079327198317039,0.056235972938149574,0.05640508874260574,-16.096645534499345,2.6931499022130828e-58,-1.0184846623119967,-0.797380777351411,0.4033572150955317,0.36114177749298637,0.45050739933510653,0.5966427849044683,0.5494926006648935,0.6388582225070136
moderna,postest,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,Unadjusted,-0.7613711164831262,0.024133073962631226,0.02421643767182745,-31.440260817918666,5.70347316394715e-217,-0.808834462153767,-0.7139077708124854,0.4670256412595711,0.44537686741780796,0.4897267135998374,0.532974358740429,0.5102732864001627,0.554623132582192
moderna,postest,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,region- and trial-stratified,-0.7438419902168306,0.024150722167743367,0.024259608578064897,-30.661747398900708,1.8427965980761303e-206,-0.7913899493088767,-0.6962940311247845,0.47528436533273283,0.4532144122245531,0.49842904778988995,0.5247156346672672,0.50157095221011,0.5467855877754468
moderna,postest,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,Demographic adjustment,-0.794453830481093,0.024264226398674146,0.024367494102060534,-32.603017247223356,3.7166588135004665e-233,-0.8422132413146238,-0.7466944196475621,0.4518279421942805,0.4307561004364664,0.4739305819248139,0.5481720578057194,0.5260694180751861,0.5692438995635336
moderna,postest,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,Full adjustment,-0.8451708318508468,0.024305638189918974,0.02439564803151918,-34.644327986650985,5.437893806837277e-263,-0.8929854233721399,-0.7973562403295538,0.4294839823998324,0.40943159968697546,0.4505184535806295,0.5705160176001676,0.5494815464193705,0.5905684003130245
moderna,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,Unadjusted,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moderna,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,region- and trial-stratified,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moderna,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,Demographic adjustment,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
