treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_descr,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.8540736617303637,0.19492540051945959,0.19695879830218496,-9.413510225045862,4.798384866434173e-21,-2.240105812840935,-1.4680415106197926,NA,region- and trial-stratified,0.15659793817022144,0.10644724029841549,0.23037623305608165,0.8434020618297786,0.7696237669439183,0.8935527597015845
pfizer,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.809479453921871,0.1957259507856541,0.19807730861395434,-9.135218297258282,6.527494907476206e-20,-2.1977038449598467,-1.4212550628838951,NA,Demographic adjustment,0.1637393484981691,0.11105787191186163,0.24141084089817996,0.8362606515018309,0.75858915910182,0.8889421280881383
pfizer,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.8144196340790757,0.19611558000817406,0.1971962982345901,-9.201083642658407,3.543578929646131e-20,-2.2009172765034917,-1.4279219916546597,NA,Full adjustment,0.16293244139207416,0.11070156782908316,0.2398067252215315,0.8370675586079258,0.7601932747784685,0.8892984321709169
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.5246266743188104,0.08006792651068223,0.0805756146710101,-18.921688410865432,7.559365881227234e-80,-1.6825519771061672,-1.3667013715314535,NA,Unadjusted,0.2177023155615636,0.1858989602918269,0.25494654798750005,0.7822976844384364,0.7450534520125,0.8141010397081732
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.4791875859391752,0.08013881684078678,0.08028671624056324,-18.423814738008247,8.462394671571646e-76,-1.6365466582076662,-1.3218285136706842,NA,region- and trial-stratified,0.22782269958530427,0.1946510796716542,0.26664728772061436,0.7721773004146957,0.7333527122793857,0.8053489203283458
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.4718033881954644,0.08033340224687166,0.08089578827172109,-18.193819723368293,5.777014217544053e-74,-1.6303562197090153,-1.3132505566819135,NA,Demographic adjustment,0.22951121393911522,0.19585979258054534,0.2689444149295936,0.7704887860608848,0.7310555850704064,0.8041402074194547
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.4925917240522648,0.08052544097122728,0.08092796181968179,-18.44346120291472,5.885058955551082e-76,-1.6512076145610737,-1.333975833543456,NA,Full adjustment,0.22478930807171618,0.19181812633465065,0.26342783129475794,0.7752106919282838,0.736572168705242,0.8081818736653493
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.714336853087139,0.06893894803637504,0.06965424572336781,-24.612094141333987,9.37587658656673e-134,-1.850856666075243,-1.577817040099035,NA,Unadjusted,0.18008310267844596,0.15710252424735885,0.20642522471016825,0.819916897321554,0.7935747752898318,0.8428974757526412
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.664296060805262,0.06909490073725603,0.06998632888930406,-23.780302342156634,5.340596422789311e-125,-1.801466744838473,-1.527125376772051,NA,region- and trial-stratified,0.18932388358727503,0.16505661465067145,0.21715902129961842,0.810676116412725,0.7828409787003816,0.8349433853493285
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.6281304859453318,0.06939440870233668,0.0706050914666885,-23.059675331112405,1.1763237118949547e-117,-1.7665139223451976,-1.489747049545466,NA,Demographic adjustment,0.19629620982797763,0.17092781906142532,0.2254296708658193,0.8037037901720223,0.7745703291341807,0.8290721809385747
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.6499295701788728,0.0695898733766981,0.0703944789551272,-23.438337703026637,1.7384303529564991e-121,-1.7879002136413849,-1.5119589267163607,NA,Full adjustment,0.19206343513779528,0.16731111868377105,0.2204776550843074,0.8079365648622048,0.7795223449156926,0.832688881316229
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-2.427620683272223,0.22961549501255005,0.2301773956660068,-10.546737989836158,5.259136648918809e-26,-2.878760088832822,-1.9764812777116236,NA,Unadjusted,0.08824654948332505,0.056204408121500814,0.13855592036265696,0.9117534505166749,0.861444079637343,0.9437955918784992
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-2.3603067776535434,0.22979203478037558,0.23069310854534794,-10.231370986921231,1.43473675418046e-24,-2.8124569618840147,-1.908156593423072,NA,region- and trial-stratified,0.0943912616243918,0.06005725259069009,0.14835361070821848,0.9056087383756082,0.8516463892917815,0.9399427474093099
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-2.3707921917608057,0.2301715463887862,0.2321059546542909,-10.214266994106078,1.7116793088571428e-24,-2.8257115034805027,-1.9158728800411087,NA,Demographic adjustment,0.09340670094190888,0.05926647352224516,0.14721327695626127,0.9065932990580912,0.8527867230437387,0.9407335264777549
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-2.402761463130338,0.2306489633438055,0.23205395139927149,-10.354322555775628,4.0000821446643893e-25,-2.857578850343118,-1.947944075917558,NA,Full adjustment,0.09046778458095195,0.0574075844940356,0.1425668771664806,0.909532215419048,0.8574331228335195,0.9425924155059644
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-2.1482765272801747,0.18789009933907241,0.18986482595140428,-11.314768370156271,1.1089480069714917e-29,-2.520404748075893,-1.7761483064844565,NA,Unadjusted,0.11668508814097861,0.0804270474681112,0.1692889422537408,0.8833149118590213,0.8307110577462592,0.9195729525318888
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-2.0842796945198576,0.18846429067735398,0.19266322126270768,-10.818254158004653,2.820997428456113e-27,-2.4618926693402363,-1.7066667196994791,NA,region- and trial-stratified,0.1243966915211518,0.08527340378096858,0.18146967489601049,0.8756033084788482,0.8185303251039895,0.9147265962190314
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-2.053555883072264,0.18946348561758486,0.19354727260059607,-10.610099824604502,2.674631637782363e-26,-2.432901566675388,-1.6742101994691398,NA,Demographic adjustment,0.1282779502411499,0.08778175807954129,0.1874561740169344,0.87172204975885,0.8125438259830656,0.91221824192045875
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-2.1075973133369974,0.19017355110229411,0.19296738823667514,-10.922038861571895,9.044240048695208e-28,-2.485806444471639,-1.729388182202356,NA,Full adjustment,0.12152961350634278,0.08325838416751737,0.17739290891455042,0.8784703864936572,0.8226070910854496,0.9167416158324826
pfizer,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.939852061942798,0.0463633971883077,0.04624876643482544,-41.94386599859849,0,-2.0304979784844606,-1.8492061454011353,NA,Unadjusted,0.14372521063345137,0.13127013516647304,0.15736203932016543,0.8562747893665487,0.8426379606798345,0.868729864833527
pfizer,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.9144579183021884,0.04640887658005548,0.04635245273636784,-41.302192339006844,0,-2.0053070562605644,-1.8236087803438124,NA,region- and trial-stratified,0.14742172554922905,0.13461895375613858,0.16144208937533205,0.852578274450771,0.8385579106246679,0.8653810462438614
pfizer,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.9282263581973933,0.046502390514363744,0.04653962512851123,-41.431927156115364,0,-2.0194423473032708,-1.837010369091516,NA,Demographic adjustment,0.14540586783504567,0.1327294613881623,0.15929294204721628,0.8545941321649544,0.8407070579527838,0.8672705386118377
pfizer,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.945541223692853,0.04657992581801137,0.046697645620373665,-41.66251205701118,0,-2.0370669272716,-1.8540155201141062,NA,Full adjustment,0.14290985620339877,0.13041065440446345,0.15660704329213992,0.8570901437966012,0.8433929567078601,0.8695893455955366
pfizer,noncoviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.639240131168916,0.04363166374467314,0.04355757111407655,-37.63387372715925,6.00595969587515e-310,-1.7246114018065481,-1.5538688605312838,NA,Unadjusted,0.19412749769516888,0.17824230295350957,0.2114284024439316,0.8058725023048311,0.7885715975560684,0.8217576970464904
pfizer,noncoviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.6167159544459058,0.04376012530826396,0.04383263029086327,-36.88384529328379,8.389971886595237e-298,-1.7026263311636571,-1.5308055777281544,NA,region- and trial-stratified,0.1985496757599684,0.18220436610956803,0.21636130124720668,0.8014503242400316,0.78363869875279335,0.817795633890432
pfizer,noncoviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.6190555002326137,0.043977303162183984,0.0443228183923946,-36.528712725326805,3.883677384021234e-292,-1.7059266279750165,-1.5321843724902109,NA,Demographic adjustment,0.19808570265737932,0.18160402881161997,0.21606318898337704,0.8019142973426207,0.7839368110166229,0.81839597118838
pfizer,noncoviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.6522654073186573,0.0440937683529516,0.04464779833659032,-37.00664912662832,8.951940126678061e-300,-1.7397734840473817,-1.564757330589933,NA,Full adjustment,0.19161532978710974,0.17556016329101654,0.20913875859502354,0.8083846702128903,0.7908612414049765,0.8244398367089835
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.915270319884938,0.05573984402267295,0.05791528094826518,-15.803606663024475,2.938147440147742e-56,-1.0287821846980565,-0.8017584550718195,NA,Unadjusted,0.40040837311466343,0.3574419939500173,0.44853953361381127,0.5995916268853365,0.5514604663861887,0.6425580060499827
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.8981545917501944,0.0557787269484936,0.0580004202765322,-15.485311786845804,4.3594396594993004e-54,-1.0118333265803843,-0.7844758569200047,NA,region- and trial-stratified,0.4073206394637696,0.3635518589470352,0.4563588364358911,0.5926793605362304,0.543641163564109,0.6364481410529648
