n,n_boosted,n_12pfizer,prop_12pfizer,n_12az,prop_12az,n_12moderna,prop_12moderna,n_3pfizer,prop_3pfizer,n_3moderna,prop_3moderna,age_median,age_Q1,age_Q3,female,fu_years,fu_median
12473453,5478808,5370005,0.4305147099203404,7103448,0.5694852900796595,0,0,4764230,0.8695741847496755,714578,0.1304258152503245,54,39,67,0.5179140852176217,3092923.0061601643,91
