treatment,outcome,treatment_descr,outcome_descr,treated_descr,n_events,time,leadtime,interval,n.risk,n.event,n.censor,sumerand,surv,surv.ll,surv.ul,se.surv_greenwood,haz_km,cml.haz_km,se.haz_km,haz_ac,cml.haz_ac,se.haz_ac,llsurv,se.llsurv
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,36,37,1,449111,7,26674,3.4705429589709764e-11,0.9995010304498642,0.9994543845712395,0.9995434357940682,2.2650626125994536e-5,1.5586347250457013e-5,4.997130478844801e-4,5.891039614226573e-6,1.606350131548602e-5,4.997168968719638e-4,6.07143280919487e-6,-7.601468826153449,0.04534957292227582
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,37,38,1,422430,6,23969,3.3623886617790365e-11,0.9994868953351294,0.9994388359450314,0.9995307141908071,2.3380026392004074e-5,1.4203536680633478e-5,5.139165845651135e-4,5.798528388165382e-6,1.4618369199096098e-5,5.139205344237217e-4,5.967924234741157e-6,-7.573441906749754,0.04551685209839198
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,38,39,1,398455,8,21050,5.0389511114600544e-11,0.9994671061745007,0.9994162197614558,0.9995123385416519,2.4432343492213547e-5,2.0077549535079244e-5,5.339941341001927e-4,7.0984144524747255e-6,2.06224898563128e-5,5.339982855154803e-4,7.29115121078718e-6,-7.535117929654401,0.0457780379992499
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,39,40,1,377397,6,18685,4.2127071314813874e-11,0.9994515575482925,0.9993992576237741,0.9994982034269172,2.5278472929282003e-5,1.5898377570568922e-5,5.498925116707617e-4,6.490433870034455e-6,1.630206642276964e-5,5.498967894666204e-4,6.6552907479029626e-6,-7.5057799528624924,0.04599477172353738
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,40,41,1,358706,10,25885,7.772036387692976e-11,0.9994232873188231,0.9993681603713577,0.9994727602203947,2.6769313998655602e-5,2.78779836411992e-5,5.777704953119608e-4,8.81566960379455e-6,2.8921920936144736e-5,5.777751617060547e-4,9.14591444559637e-6,-7.456325758557669,0.046358491827983815
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,41,42,1,332811,4,19099,3.61135237904055e-11,0.9994105657155619,0.9993554387680964,0.9994628656400804,2.7434465487466764e-5,1.2018833512113482e-5,5.897893288240744e-4,6.0093806428584834e-6,1.2373959620676269e-5,5.897940674448493e-4,6.186979810219719e-6,-7.4357371202215985,0.046542772232268846
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,42,43,1,313708,9,19405,9.145422655887495e-11,0.9993822954860924,0.9993229280042065,0.9994374224335578,2.9050781093268246e-5,2.8689099417292513e-5,6.184784282413668e-4,9.562895960709388e-6,2.960516577248101e-5,6.184835784022797e-4,9.86838858974584e-6,-7.388239917167668,0.0470000418714969
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,43,44,1,294294,11,17401,1.270123941851774e-10,0.9993455441877821,0.9992805226600023,0.9994034981581945,3.115655135073151e-5,3.7377588397996563e-5,6.558560166393634e-4,1.1269556314631106e-5,3.851702452483998e-5,6.558618653596674e-4,1.1613319851465565e-5,-7.32956036229146,0.04753591281001912
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,44,45,1,276882,6,15581,7.826565333345299e-11,0.9993229280042065,0.9992564929649533,0.9993837089975659,3.2385927367912445e-5,2.1669881032353134e-5,6.775258976717166e-4,8.84659603211382e-6,2.2297496920158237e-5,6.775319811873705e-4,9.10291499871213e-6,-7.297053801619919,0.047832247339383675
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,45,46,1,261295,3,13033,4.394040365746949e-11,0.9993116199124188,0.9992437713616921,0.9993738144172516,3.3056075110277925e-5,1.1481275952467517e-5,6.890071736241841e-4,6.628679708619356e-6,1.1775003238125891e-5,6.890133230501917e-4,6.7983012891228745e-6,-7.280249950344838,0.04800902671709207
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,46,47,1,248259,5,11249,8.11276223061583e-11,0.9992918307517902,0.9992211551781165,0.9993554387680964,3.425890727099154e-5,2.0140256747993024e-5,7.091474303721771e-4,9.006905932493183e-6,2.0607339510039895e-5,7.091537826158695e-4,9.215882395484078e-6,-7.251438154224107,0.04834383114284911
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,47,48,1,237005,3,17390,5.3408666604141376e-11,0.9992791091485289,0.9992070200633818,0.9993441306763087,3.5028197715556794e-5,1.2657960802514715e-5,7.218053911746918e-4,7.308030823900645e-6,1.3140115238810644e-5,7.218118235310569e-4,7.586449070146291e-6,-7.233746085270383,0.048563198145747256
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,48,49,1,219612,4,13120,8.293842187171432e-11,0.9992607334993737,0.9991858173912798,0.9993285820501004,3.619040893692557e-5,1.821394095040344e-5,7.400193321250953e-4,9.106887537912829e-6,1.877493546115935e-5,7.400259303573429e-4,9.387467730166042e-6,-7.208825331356545,0.04894044817126062
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,49,50,1,206488,4,12625,9.381640106744421e-11,0.9992409443387451,0.9991646147191776,0.9993116199124188,3.7461566666514764e-5,1.9371585758010152e-5,7.593909178831054e-4,9.685699063967042e-6,1.9982665038079466e-5,7.593977037469201e-4,9.991332518541032e-6,-7.182984933943964,0.049368105162467465
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,50,51,1,193859,5,11621,1.3304828151999541e-10,0.9992155011322227,0.9991349309782347,0.9992890037288432,3.919357212549531e-5,2.579194156577719e-5,7.851828594488826e-4,1.1534358172932623e-5,2.658923880327154e-5,7.851899779305948e-4,1.1891069085767208e-5,-7.149584859358918,0.049955246135391644
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,51,52,1,182233,8,10737,2.4091009745816986e-10,0.999171682276545,0.9990854580766632,0.9992508389190594,4.214869134911058e-5,4.3899842509315e-5,8.290827019581976e-4,1.5520597478569448e-5,4.523339015777972e-5,8.290907840662193e-4,1.5992418454221254e-5,-7.095180898491602,0.050879411207675876
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,52,53,1,171488,0,8826,0,0.999171682276545,0.9990854580766632,0.9992508389190594,4.214869134911058e-5,0,8.290827019581976e-4,NaN,0,8.290907840662193e-4,NaN,-7.095180898491602,0.050879411207675876
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,53,54,1,162662,1,8369,3.779466099770074e-11,0.999166028230651,0.9990783905192958,0.9992451848731656,4.2593684016623436e-5,6.147717352546999e-6,8.352304193107446e-4,6.147698455303632e-6,6.310063920947519e-6,8.35238520315974e-4,6.310063920916113e-6,-7.087793220831467,0.05103844438044092
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,54,55,1,154292,3,13504,1.2602098850629153e-10,0.9991462390700224,0.9990557743357202,0.9992282227354838,4.404494437815663e-5,1.9443652295647215e-5,8.546740716063919e-4,1.1225688751135476e-5,2.0333675616872886e-5,8.54682361641957e-4,1.173965309040936e-5,-7.064780664904792,0.05157776372282907
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,55,56,1,140785,2,10450,1.009074880071747e-10,0.9991321039552877,0.9990388121980386,0.9992169146436961,4.517338035771346e-5,1.4206058884114074e-5,8.688801304905059e-4,1.0045129219283646e-5,1.4753723470960983e-5,8.688885214330831e-4,1.043245791378378e-5,-7.048295724664327,0.05203503893912838
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,56,57,1,130333,1,9873,5.887006947070163e-11,0.9991250363979204,0.9990303311291977,0.9992098470863288,4.581888183214485e-5,7.672653894255485e-6,8.765527843847614e-4,7.672624459390132e-6,7.974736036237201e-6,8.76561204762296e-4,7.974736036173806e-6,-7.039504027447281,0.052317011345114774
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,57,58,1,120459,3,8984,2.0675383021105194e-10,0.99909959319139785,0.9990006473882548,0.9991886444142266,4.801715076896016e-5,2.4904739371902472e-5,9.014575237566638e-4,1.4378578929740557e-5,2.586976298985474e-5,9.014662542623435e-4,1.4935914624814979e-5,-7.011487948897466,0.05331364973340885
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,58,59,1,111472,2,7318,1.6095564076704556e-10,0.9990812175422428,0.9989794447161527,0.9991745092994919,4.966109119836462e-5,1.794172527630257e-5,9.193992490329664e-4,1.2686601797766078e-5,1.85508106704263e-5,9.194081404932762e-4,1.3117404021001933e-5,-6.99178042049465,0.05406387959452411
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,59,60,1,104152,3,5880,2.7656583943225604e-10,0.9990529473127733,0.9989441069293159,0.9991504796044429,5.236529152561292e-5,2.8804055611030033e-5,9.482033046439964e-4,1.662978975291261e-5,2.964119335444445e-5,9.482126109490206e-4,1.7113350960410778e-5,-6.960931807701741,0.055277653870686706
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,60,61,1,98269,3,4987,3.1067151837792784e-10,0.9990218500603569,0.9989073556310056,0.9991250363979204,5.5245093108086966e-5,3.052844742492546e-5,9.78731752068922e-4,1.762533829545518e-5,3.1323741307661786e-5,9.787415243765053e-4,1.8084770473786688e-5,-6.9292429703376195,0.05650030050497314
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,61,62,1,93279,2,9948,2.298643093638563e-10,0.9990006473882548,0.9988819124244831,0.9991066607487652,5.728258368088968e-5,2.1441053184532425e-5,0.0010001728052534543,1.5160951566566151e-5,2.26490306214894e-5,0.0010001828074237492,1.601528313872998e-5,-6.907572488265629,0.05732942515305406
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,62,63,1,83329,2,7099,2.880368675807286e-10,0.9989766176932058,0.9988536421950136,0.9990882850996101,5.9737629267235095e-5,2.4001248064899374e-5,0.0010241740533183537,1.6971241594474865e-5,2.5069410931516635e-5,0.001024184343523125,1.7726750468634972e-5,-6.88385874559521,0.058386796607185494
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,63,64,1,76228,2,6929,3.442011680918231e-10,0.9989511744866832,0.9988211314311237,0.999067082427508,6.25449910768921e-5,2.623707823896731e-5,0.001050411131557321,1.8552172559105078e-5,2.748668613640268e-5,0.0010504217659603923,1.9436022157561062e-5,-6.858563513598229,0.05960531878101535
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,64,65,1,69297,1,6141,2.0824635091501965e-10,0.9989370393719486,0.9988027557819686,0.9990557743357202,6.418384787024623e-5,1.44306391330072e-5,0.0010648417706903281,1.443053501095867e-5,1.5099809742397246e-5,0.001064852509215977,1.5099809741966894e-5,-6.844918978410318,0.060339089261582705
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,65,66,1,63155,1,5487,2.5072139628590903e-10,0.9989200772342669,0.99878296662134,0.999043052732459,6.610307064341439e-5,1.5834059061040297e-5,0.0010806758297513684,1.5833933701830885e-5,1.655327672112695e-5,0.0010806866936370503,1.6553276720559975e-5,-6.830158612456921,0.06123379362043957
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,66,67,1,57667,1,4513,3.007134225675275e-10,0.9989031150965851,0.9987603504377645,0.9990289176177243,6.833387276508232e-5,1.7340940225779042e-5,0.0010980167699771476,1.734078987102326e-5,1.804728388377549e-5,0.0010980277842186747,1.804728388304073e-5,-6.814239631826356,0.0623016534263938
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,67,68,1,53153,2,3587,7.07930745639813e-10,0.9988663637982749,0.9987122910476663,0.9990006473882548,7.33177428100395e-5,3.7627227061501705e-5,0.0011356439970386493,2.6605966843929716e-5,3.894194729207434e-5,0.0011356557192019584,2.753611499761514e-5,-6.78054506869916,0.06463319171493273
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,68,69,1,49564,2,7374,8.141694905674085e-10,0.9988253719655442,0.99865999112314785,0.9989695501358384,7.865948383847481e-5,4.03518682915019e-5,0.001175995865330151,2.853250401512279e-5,4.3595779928502924e-5,0.0011760084016521077,3.082687161123713e-5,-6.745629285269225,0.06696554408616381
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,69,70,1,42188,3,5144,1.6856766225612375e-9,0.9987546963918705,0.9985681128773721,0.9989172502113199,8.870125050672756e-5,7.11102683227458e-5,0.001247106133652897,4.105407279736417e-5,7.572984639462823e-5,0.0012471211984298354,4.3722647170283894e-5,-6.686917425002395,0.07121356034689383
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Unboosted,827,70,NA,NA,37041,0,37041,0,0.9987546963918705,0.9985681128773721,0.9989172502113199,8.870125050672756e-5,NA,NA,NA,NA,0.0012471211984298354,NA,-6.686917425002395,0.07121356034689383
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,0,1,1,NA,NA,NA,0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0,0,0,0,0,0,0,NA,NA
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,1,2,1,4244751,2,167931,1.1100071126828257e-13,0.9999999999999999,0.9999985864885265,0.9999999999999999,3.3316753543504487e-7,4.711701581553311e-7,4.711701581553311e-7,3.331675354350448e-7,4.806785835699974e-7,4.7117026911240495e-7,3.398910860134799e-7,-14.568046302710872,0.7071067812520166
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,2,3,1,4076818,6,230073,3.61001695717503e-13,0.9999985864885265,0.999997172977053,0.9999999999999999,6.870229784187811e-7,1.4717360451214648e-6,1.9429062032767958e-6,6.008332823003974e-7,1.5144713415957e-6,1.942907397254154e-6,6.182803361627804e-7,-13.15132504837835,0.35360630888175787
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,3,4,1,3846739,10,202381,6.757961104543503e-13,0.9999957594655795,0.9999929324426325,0.999997172977053,1.0713487246004046e-6,2.599604496171952e-6,4.542510699448748e-6,8.220660538263959e-7,2.6698395039331407e-6,4.542515272502946e-6,8.442773819515276e-7,-12.3020296745457,0.23585030032030715
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,4,5,1,3644348,12,199522,9.035308667391775e-13,0.9999929324426325,0.9999901054196856,0.9999957594655795,1.432235050160011e-6,3.2927700647687873e-6,7.835280764217536e-6,9.505392766793978e-7,3.385449507290142e-6,7.835290758349115e-6,9.772950921795247e-7,-11.75687257265352,0.18279427226818057
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,5,6,1,3444814,8,213772,6.741545043371106e-13,0.9999901054196856,0.9999872783967387,0.9999929324426325,1.650887191843409e-6,2.3223314814675045e-6,1.015761224568504e-5,8.210672159575542e-7,2.39669926577118e-6,1.0157624936377313e-5,8.473611516452019e-7,-11.497285909246088,0.1625285410085513
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,6,7,1,3231034,15,178376,1.4368459859999685e-12,0.9999858648852652,0.9999816243508448,0.9999901054196856,2.0401486883165923e-6,4.6424766808396326e-6,1.4800088926524673e-5,1.1986795422392794e-6,4.774274680254889e-6,1.4800112393584649e-5,1.2327124217862826e-6,-11.120875783061916,0.13784887767840664
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,7,8,1,3052643,11,192306,1.1804353731618107e-12,0.9999816243508448,0.9999773838164244,0.9999858648852652,2.3113997057114934e-6,3.603434794045684e-6,1.8403523720570356e-5,1.0864745123256903e-6,3.720635098881797e-6,1.8403553680029745e-5,1.12181369134513e-6,-10.90296677721323,0.12559760382472743
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,8,9,1,2860326,21,162962,2.5667963653546304e-12,0.9999745567934775,0.9999689027475835,0.9999802108393713,2.8123218794877173e-6,7.341820477805677e-6,2.5745344198376034e-5,1.602110693921226e-6,7.557125118462434e-6,2.574540110909632e-5,1.6490998995885238e-6,-10.567254544509996,0.10923870530729193
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,9,10,1,2697343,11,142066,1.5118966497165191e-12,0.999970316259057,0.9999646622131632,0.9999759703049509,3.069347865239622e-6,4.078087213973158e-6,2.9823431412349193e-5,1.2295870520011468e-6,4.188394757728968e-6,2.982349663839456e-5,1.2628485350225486e-6,-10.420213997339758,0.10292017205450027
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,10,11,1,2555266,14,128851,2.1441649006350308e-12,0.9999660757246366,0.9999575946557958,0.9999717297705305,3.4007067800467485e-6,5.478881650677464e-6,3.5302313063026656e-5,1.4642887029025168e-6,5.6206085232112065e-6,3.5302393298230865e-5,1.5021708142110527e-6,-10.25155979750652,0.09633417220538766
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,11,12,1,2426401,10,120029,1.6985433575915966e-12,0.9999618351902162,0.9999533541213753,0.9999674892361101,3.641856767681968e-6,4.121330315970031e-6,3.9423643378996684e-5,1.3032763932121158e-6,4.225861299203024e-6,3.942373210703652e-5,1.3363346781410014e-6,-10.141142585250908,0.09238091249731502
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,12,13,1,2306362,5,143076,9.39974339708186e-13,0.9999590081672692,0.9999505270984284,0.9999660757246366,3.768681382458666e-6,2.1679163982063525e-6,4.159155977720304e-5,9.695206362636298e-7,2.2373151502256443e-6,4.159165085507261e-5,1.0005577525983128e-6,-10.087611111439333,0.0906152570026913
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,13,14,1,2163281,10,117156,2.1368603257388456e-12,0.9999547676328489,0.999946286564008,0.9999618351902162,4.0422136115445265e-6,4.622607973721398e-6,4.621416775092444e-5,1.4617936140404177e-6,4.75127547990258e-6,4.621426951311678e-5,1.5024852307359325e-6,-9.982221943644946,0.08747082808834893
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,14,15,1,2046115,3,121154,7.165752652628741e-13,0.9999533541213753,0.9999448730525345,0.9999604216787427,4.1298849745395345e-6,1.4661932491575498e-6,4.7680361000081984e-5,8.465064465134224e-7,1.5109266437559824e-6,4.7680463837141565e-5,8.723339044980453e-7,-9.950988807126528,0.08662000244318264
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,15,16,1,1924958,5,104429,1.3493624359873716e-12,0.9999505270984284,0.999940632518114,0.9999575946557958,4.290115156413707e-6,2.597459269241199e-6,5.027782026932319e-5,1.1616175903319222e-6,2.6698833421172497e-6,5.0277926479725444e-5,1.1940081289926355e-6,-9.897944414557088,0.08533229511087183
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,16,17,1,1820524,3,93510,9.051679187359297e-13,0.9999491135869549,0.9999392190066406,0.9999561811443223,4.394326036738929e-6,1.6478772045850535e-6,5.192569747390824e-5,9.514015637611853e-7,1.691315237199915e-6,5.192580504209593e-5,9.764813074815375e-7,-9.865694684382063,0.08463141241657507
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,17,18,1,1727011,8,81020,2.6822656705407064e-12,0.999943459541061,0.9999335649607467,0.9999519406099019,4.689550585927059e-6,4.632280859820812e-6,5.655797833372905e-5,1.637754810886663e-6,4.743560172357259e-6,5.655809663088622e-5,1.6771017824154056e-6,-9.78024218915426,0.08292032626362834
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,18,19,1,1645983,3,77519,1.1073154395236327e-12,0.9999420460295876,0.9999321514492733,0.9999505270984284,4.806140935066012e-6,1.822619067147109e-6,5.8380597400876164e-5,1.0522886500855382e-6,1.866574748230176e-6,5.838071735904702e-5,1.0776674333527807e-6,-9.74852490486034,0.08232892205918163
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,19,20,1,1568461,8,100665,3.251956693111871e-12,0.9999378054951672,0.9999264974033794,0.999946286564008,5.133254220885413e-6,5.100541231181394e-6,6.348113863205756e-5,1.803309047201306e-6,5.269660031176626e-6,6.348127159797608e-5,1.8631061712898852e-6,-9.664765631032589,0.08086763178351106
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,20,21,1,1467788,5,73808,2.3208379544693854e-12,0.9999335649607467,0.999922256868959,0.999943459541061,5.3544978174037876e-6,3.406486495324938e-6,6.688762512738249e-5,1.52342447882723e-6,3.494349462202146e-6,6.688776389537554e-5,1.5627205869223808e-6,-9.612494508973011,0.08005733287995301
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,21,22,1,1393975,1,77613,5.146243618221737e-13,0.9999335649607467,0.999922256868959,0.999943459541061,5.4023291759690925e-6,7.173729801467028e-7,6.76049981075292e-5,7.173727228346603e-7,7.379158893952632e-7,6.760513713284694e-5,7.37915889395213e-7,-9.601826584713233,0.07991544197156462
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,22,23,1,1316361,1,68750,5.770989924685407e-13,0.9999321514492733,0.9999208433574854,0.9999420460295876,5.4554684743567105e-6,7.596700297258883e-7,6.836466813725509e-5,7.596697411765564e-7,7.800400238536239e-7,6.836480745110813e-5,7.800400238535646e-7,-9.590652376690658,0.07980482433245134
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,23,24,1,1247610,1,60243,6.424549119136989e-13,0.9999321514492733,0.999919429846012,0.9999420460295876,5.514023450224756e-6,8.015325301977381e-7,6.916620066745282e-5,8.015322089704752e-7,8.213633317125097e-7,6.916634030259209e-5,8.213633317124403e-7,-9.578996225489504,0.07972671134705522
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,24,25,1,1187366,6,53118,4.255829565486454e-12,0.9999264974033794,0.9999137758001181,0.9999378054951672,5.887218801058352e-6,5.053201792875996e-6,7.421940246032882e-5,2.062955781024873e-6,5.168831258334741e-6,7.421955486291058e-5,2.1101665249042884e-6,-9.50848289988537,0.07932755423968134
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,25,26,1,1134242,3,48884,2.331905537921955e-12,0.9999236703804324,0.9999109487771711,0.9999349784722202,6.0819987629158035e-6,2.6449382054270607e-6,7.686434066575587e-5,1.5270537654078102e-6,2.7031934175438154e-6,7.686449656631621e-5,1.5606894472891208e-6,-9.473466471203984,0.07913232431579409
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,26,27,1,1085355,2,76089,1.6978025180416389e-12,0.999922256868959,0.9999081217542243,0.9999335649607467,6.2199765197328595e-6,1.8427150563640469e-6,7.870705572211993e-5,1.3029951116235541e-6,1.909655168792033e-6,7.870721332043422e-5,1.3503301195801722e-6,-9.449775750827033,0.07903298609611692
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,27,28,1,1009264,4,52377,3.926920848707232e-12,0.9999180163345386,0.9999038812198038,0.9999293244263263,6.527945531637508e-6,3.963284135766261e-6,8.267033985788618e-5,1.9816381409739546e-6,4.068871757808546e-6,8.267050530998833e-5,2.034435878900063e-6,-9.40064766634401,0.07896994457722781
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,28,29,1,956883,0,52956,0,0.9999180163345386,0.9999038812198038,0.9999293244263263,6.527945531637508e-6,0,8.267033985788618e-5,NaN,0,8.267050530998833e-5,NaN,-9.40064766634401,0.07896994457722781
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,29,30,1,903927,0,49716,0,0.9999180163345386,0.9999038812198038,0.9999293244263263,6.527945531637508e-6,0,8.267033985788618e-5,NaN,0,8.267050530998833e-5,NaN,-9.40064766634401,0.07896994457722781
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,30,31,1,854211,1,43079,1.3704720696780036e-12,0.999916602823065,0.9999024677083304,0.9999293244263263,6.632059663101038e-6,1.1706709466396477e-6,8.384101080452584e-5,1.1706702614042144e-6,1.2009545186514242e-6,8.384117694188826e-5,1.2009545186512076e-6,-9.38658629953816,0.07910928696404251
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,31,32,1,811131,1,35402,1.5199123226332275e-12,0.9999151893115916,0.9999010541968568,0.9999279109148529,6.745647534369544e-6,1.2328464822574899e-6,8.507385728678333e-5,1.2328457223020313e-6,1.2603514237874947e-6,8.507402418405852e-5,1.2603514237872444e-6,-9.371988807709986,0.07929825234982782
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,32,33,1,775728,2,34000,3.323626247880196e-12,0.9999123622886447,0.9998982271739099,0.9999250838919059,6.9876011386484794e-6,2.578223294763113e-6,8.765208058154643e-5,1.8230768249860067e-6,2.6359942377165962e-6,8.76522508023762e-5,1.8639294006564503e-6,-9.3421332674929,0.07972657382427319
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,33,34,1,741726,1,56015,1.8176638918757719e-12,0.9999123622886447,0.9998968136624364,0.9999250838919059,7.116444223847961e-6,1.348206750201557e-6,8.900028733174799e-5,1.3482058413705299e-6,1.4011136050933281e-6,8.900045846148325e-5,1.4011136050929842e-6,-9.32686903699278,0.07996675232760021
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,34,35,1,685710,2,38942,4.253537797352906e-12,0.9999081217542243,0.999892573128016,0.999922256868959,7.4091996120216925e-6,2.9166848959472665e-6,9.191697222769526e-5,2.0624046608098506e-6,3.0019302411450564e-6,9.191714761100069e-5,2.122685230160246e-6,-9.294622956117168,0.08061478046702934
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,35,36,1,646766,0,37788,0,0.9999081217542243,0.999892573128016,0.999922256868959,7.4091996120216925e-6,0,9.191697222769526e-5,NaN,0,9.191714761100069e-5,NaN,-9.294622956117168,0.08061478046702934
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,36,37,1,608978,0,36863,0,0.9999081217542243,0.999892573128016,0.999922256868959,7.4091996120216925e-6,0,9.191697222769526e-5,NaN,0,9.191714761100069e-5,NaN,-9.294622956117168,0.08061478046702934
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,37,38,1,572115,0,33066,0,0.9999081217542243,0.999892573128016,0.999922256868959,7.4091996120216925e-6,0,9.191697222769526e-5,NaN,0,9.191714761100069e-5,NaN,-9.294622956117168,0.08061478046702934
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,38,39,1,539049,2,28357,6.8829579698932386e-12,0.9999052947312773,0.9998883325935956,0.999919429846012,7.859864708279429e-6,3.7102378447970408e-6,9.56272100724923e-5,2.623529472898237e-6,3.8104709837397677e-6,9.562739233872204e-5,2.6944098721120737e-6,-9.255051248209242,0.08220046756834386
pfizer,covidemergency,BNT162b2,COVID-19 A&E attendance,Boosted,211,39,40,1,510690,0,24693,0,0.9999052947312773,0.9998883325935956,0.999919429846012,7.859864708279429e-6,0,9.56272100724923e-5,NaN,0,9.562739233872204e-5,NaN,-9.255051248209242,0.08220046756834386
