treatment,outcome,treatment_descr,outcome_descr,treated_descr,n_events,time,leadtime,interval,n.risk,n.event,n.censor,sumerand,surv,surv.ll,surv.ul,se.surv_greenwood,haz_km,cml.haz_km,se.haz_km,haz_ac,cml.haz_ac,se.haz_ac,llsurv,se.llsurv
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,29,30,1,662803,413,39742,9.407014616741877e-10,0.9808497465573928,0.9806264117445841,0.9810702543472545,1.1329139532607261e-4,6.231112411983651e-4,0.019330536857747528,3.0651745523009655e-5,6.42576029735867e-4,0.019336994733297613,3.161909770812199e-5,-3.945735192277705,0.005973184051859798
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,30,31,1,622648,396,34523,1.0220832882030564e-9,0.9802249744861179,0.9799945721159418,0.9804539633448204,1.1747629147061797e-4,6.359933702509283e-4,0.019966530227998457,3.194970461886551e-5,6.543415811767738e-4,0.019973190433123407,3.2881899899106796e-5,-3.9133643830167726,0.006000356193051466
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,31,32,1,587729,380,29765,1.1008046173092177e-9,0.9795917213460021,0.9793514243955118,0.9798291912735455,1.2181613140613071e-4,6.465564911719517e-4,0.020613086719170406,3.315692405430177e-5,6.635740622869033e-4,0.020619956032081686,3.4040629271937204e-5,-3.881495932690374,0.006030762163373448
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,32,33,1,557584,354,28295,1.1393534431686154e-9,0.9789697762976741,0.978720998278343,0.9792157272940584,1.2614383885758927e-4,6.348819191368476e-4,0.021247968638307253,3.3732879992855855e-5,6.516222910045752e-4,0.021255039574086435,3.463333218029189e-5,-3.8511612553012546,0.006062267166343864
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,33,34,1,528935,328,38311,1.1731097065792432e-9,0.9783633798755544,0.9781061207873823,0.978616398429306,1.3044321081456808e-4,6.20114002665734e-4,0.02186808264097299,3.422944980827239e-5,6.436224957835859e-4,0.021875345926963732,3.553810537253415e-5,-3.8223950330594394,0.006094904327228768
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,34,35,1,490296,364,28847,1.5153300201195955e-9,0.9776368349781894,0.9773682677982297,0.9779011616237289,1.3578838526490873e-4,7.424086674172336e-4,0.022610491308390223,3.8898340157944115e-5,7.65203425336432e-4,0.02261803031616973,4.0107554453838847e-5,-3.789007889178001,0.0061408816541888
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,35,36,1,461085,274,28159,1.2895753742866502e-9,0.9770558817625922,0.9767788335137916,0.9773286894769724,1.4017008706310307e-4,5.942505178004056e-4,0.023204741826190627,3.588931829961834e-5,6.131557717762608e-4,0.023212457470790152,3.70420930975022e-5,-3.7630661844734283,0.006180381220684203
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,36,37,1,432652,260,25785,1.3898149601337087e-9,0.9764678609896276,0.9761837451834596,0.9767505632843221,1.4473845260954768e-4,6.009448702421346e-4,0.02380568669643276,3.725781874590101e-5,6.19594189636334e-4,0.023813582980774156,3.842559858834525e-5,-3.7374991476218025,0.006224454389107093
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,37,38,1,406607,240,23092,1.4525060764261909e-9,0.9758925618199242,0.9755971379219684,0.9761837451834596,1.4935799547466545e-4,5.902505367590819e-4,0.024395937233191844,3.808926223347656e-5,6.076857049533981e-4,0.024404007783958615,3.922594177286809e-5,-3.7130079067301733,0.006271419433245304
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,38,39,1,383275,254,20279,1.7302172537706977e-9,0.9752451735650738,0.9749398550868037,0.9755462515089235,1.546734193524377e-4,6.627095427565064e-4,0.02505864677594835,4.1568314263199244e-5,6.809496298341727e-4,0.025066937015749434,4.272657734811433e-5,-3.6862055515498424,0.006327043919845944
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,39,40,1,362742,245,18000,1.8632186577596962e-9,0.9745864772184355,0.9742712641598511,0.9748988632540729,1.6019138188772341e-4,6.754111737819166e-4,0.025734057949730268,4.313586246178412e-5,6.928350953496626e-4,0.02574257638241338,4.4263607926909855e-5,-3.65960898926623,0.006385089610352149
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,40,41,1,344497,256,24758,2.1586981849310666e-9,0.9738627593440176,0.9735348246821719,0.9741864534714427,1.6634445662686148e-4,7.431124218788553e-4,0.026477170371609123,4.642726640807403e-5,7.711075634808277e-4,0.026485965049190454,4.8194219135474584e-5,-3.6311403070738533,0.00644904250851934
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,41,42,1,319483,188,18261,1.8429687771106114e-9,0.9732888736857876,0.9729510444436277,0.9736238759050007,1.7141688872151186e-4,5.884507156875327e-4,0.027065621087296654,4.290455013971679e-5,6.059463318490872e-4,0.027074588969952147,4.419317624336726e-5,-3.60915966737552,0.006505041636510294
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,42,43,1,301034,209,18567,2.3078990659734267e-9,0.9726132152014677,0.97226407786752,0.9729595255124686,1.7755613202477067e-4,6.94273736521456e-4,0.02775989482381811,4.800724477619661e-5,7.166222063734801e-4,0.02776910382609271,4.956979134556062e-5,-3.583831249480784,0.006574061761476207
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,43,44,1,282258,186,16625,2.336182177577015e-9,0.9719728945039846,0.9716110355667756,0.9723305129067732,1.8355300141536984e-4,6.589715791935038e-4,0.028418866403011615,4.83022177206322e-5,6.791977433107238e-4,0.028428292622489172,4.9801191921044574e-5,-3.560370410610174,0.006642888514176903
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,44,45,1,265447,162,14875,2.3005119773997955e-9,0.9713792196851261,0.9710060526561294,0.9717481461797025,1.892651659708393e-4,6.102913199245048e-4,0.02902915772293612,4.793438086859728e-5,6.280810379620708e-4,0.029038770245964688,4.934670435308542e-5,-3.5391234368242395,0.00670971149929508
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,45,46,1,250410,166,12481,2.6490658036569454e-9,0.9707360719646961,0.970350183332438,0.9711163065510602,1.9562747771483755e-4,6.629128229703287e-4,0.02969207054590645,5.143495667751336e-5,6.800867725171199e-4,0.02970190289279526,5.2784967549758494e-05,-3.5165441647614206,0.006784923480791944
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,46,47,1,237763,162,10728,2.867625796381762e-9,0.9700745485951109,0.9696745248481181,0.9704675047847363,2.0227835975658196e-4,6.813507568461031e-4,0.030373421302752553,5.351373103822647e-5,6.973200526864039e-4,0.03038348587455871,5.478663421573213e-5,-3.4938560459822137,0.006862892638469895
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,47,48,1,226873,187,16529,3.6360855560352076e-9,0.9692745011011253,0.9688589287279245,0.9696844194284324,2.1039292866721233e-4,8.242496903553971e-4,0.03119767099310795,6.025026092523697e-5,8.557764913163856e-4,0.031208075445467283,6.258056920270697e-5,-3.4670783892766255,0.006955328504003003
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,48,49,1,210157,136,12496,3.0812882377928342e-9,0.9686469020069035,0.9682186080304414,0.9690695419374719,2.1702306672353872e-4,6.471352369894888e-4,0.03184480623009744,5.547343064746491e-5,6.671866798141689e-4,0.031855420164844696,5.7210782623691605e-5,-3.446547733582458,0.007033268409689837
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,49,50,1,197525,127,12082,3.2571585718887706e-9,0.9680249569585756,0.9675825278673786,0.9684603184924051,2.2380940929381493e-4,6.429565877736995e-4,0.032487762817871135,5.703482703799013e-5,6.634608101013215e-4,0.03249858353784594,5.887262361926856e-5,-3.4265587740471255,0.007114229383140577
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,50,51,1,185316,127,11096,3.7006295884382358e-9,0.9673606065660434,0.9669040423601117,0.9678115167260812,2.3126828014415505e-4,6.853158928532884e-4,0.033173078710724425,6.079111058310267e-5,7.067157472406089e-4,0.03318413436697888,6.271087794698623e-5,-3.4056833977936614,0.007204390816110973
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,51,52,1,174093,124,10202,4.094194861586636e-9,0.9666722264784623,0.9662001136463224,0.9671372717532347,2.3923772461388438e-4,7.122629858753655e-4,0.03388534169659979,6.394032101681961e-5,7.340318475108033e-4,0.033896651132647254,6.591800139512418e-5,-3.3844390561230284,0.00730119584784425
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,52,53,1,163767,131,8403,4.888392255899263e-9,0.9658990357024727,0.9654085472211777,0.9663824566264004,2.4840255671386023e-4,7.999169551863318e-4,0.03468525865178612,6.986111055603555e-5,8.213166144200627e-4,0.034696888192117074,7.175875973148364e-5,-3.3611052735111904,0.007411979372679648
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,53,54,1,155233,133,7950,5.524026998403677e-9,0.9650707179790178,0.9645618538485676,0.965573928063574,2.5834668048522444e-4,8.567765874524102e-4,0.03554203523923853,7.426011944107937e-5,8.796790824881028e-4,0.03555403202240829,7.627784286241458e-5,-3.3367017108124117,0.0075293059752130145
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,54,55,1,147150,121,12828,5.592707425666673e-9,0.9642777380423997,0.9637490847513208,0.964799323776111,2.680178283469149e-4,8.222901800883452e-4,0.03636432541932688,7.472291181723071e-5,8.601355602077121e-4,0.03637666046851477,7.81941346057368e-5,-3.313827905913384,0.007640803664850574
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,55,56,1,134201,103,9864,5.723466854319711e-9,0.9635370580303,0.962990029090066,0.9640770194131665,2.7755543506305494e-4,7.675054582305646e-4,0.03713183087755744,7.559553321268528e-5,7.971056551937624e-4,0.037144460609849723,7.854114774736482e-5,-3.2929406276885467,0.007755098426438372
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,56,57,1,124234,96,9358,6.224808858315295e-9,0.9627935509952533,0.9622253193829173,0.9633518880272751,2.8755558224627663e-4,7.727353220535441e-4,0.03790456619961099,7.883649101727383e-5,8.033002250914172e-4,0.037917494645736675,8.198647929255635e-5,-3.272342673246969,0.007876794722488202
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,57,58,1,114780,86,8503,6.5326822054017914e-9,0.9620712466323088,0.9614832258593442,0.9626507863364326,2.9767578558386604e-4,7.49259452866353e-4,0.03865382565247734,8.076445087408529e-5,7.783826837005761e-4,0.038667034933754604,8.393515704014229e-5,-3.2527678524404107,0.008001944181094494
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,58,59,1,106191,62,6931,5.5013579911872e-9,0.9615100825773403,0.9609050996666939,0.9621051709076722,3.059304463318664e-4,5.838536222467064e-4,0.03923767927472405,7.41278347919123e-5,6.037324296822128e-4,0.03925105906489874,7.667409175037964e-5,-3.237776852572551,0.008106209794068816
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,59,60,1,99198,88,5584,8.95080879396377e-9,0.9606563216473628,0.9600273090416674,0.9612768531842173,3.188852517593743e-4,8.871146595697493e-4,0.040124793934293794,9.452478537722875e-5,9.132230547311181e-4,0.04013856744354458,9.734989458212633e-5,-3.2154176252506983,0.008269981230398573
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,60,61,1,93526,66,4683,7.550675362378304e-9,0.9599792496515693,0.9593290343737719,0.9606195703490524,3.293975170702601e-4,7.056861193678763e-4,0.040830480053661675,8.683330184307662e-5,7.240692692934291e-4,0.040844502676566176,8.912676008876252e-5,-3.1979830401330105,0.008400889085902745
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,61,62,1,88777,68,9409,8.634570983587979e-9,0.9592442236853636,0.9585699787125171,0.9599071605664222,3.4100094813938286e-4,7.65964157383106e-4,0.041596444211044775,9.285121703954435e-5,8.09152947756088e-4,0.04161076033437782,9.812419993641735e-5,-3.179396483278055,0.008543213476926973
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,62,63,1,79300,66,6709,1.0504107726818462e-8,0.9584455897028515,0.9577444880120092,0.9591353833019062,3.545947168938704e-4,8.322824716267339e-4,0.04242872668267151,1.0240424909870597e-4,8.694220319446732e-4,0.042443389345353334,1.0701844409051551e-4,-3.159584106376305,0.008716760891286254
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,63,64,1,72525,69,6582,1.3130673378610178e-8,0.9575338748024618,0.9568002623477294,0.9582547656539327,3.708603303765027e-4,9.513960703205791e-4,0.04338012275299209,1.1448013068559932e-4,9.97117031192422e-4,0.04339523828017363,1.2003876950799257e-4,-3.137405560941824,0.008925131344049854
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,64,65,1,65874,50,5814,1.1531125500282953e-8,0.9568073299050968,0.9560468607323686,0.9575536639630904,3.845584030635483e-4,7.590248049306252e-4,0.04413914755792272,1.0730157185713774e-4,7.943821295796129e-4,0.044154551290277316,1.1234258927420482e-4,-3.120059270262767,0.009102546536174925
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,65,66,1,60010,43,5202,1.1949025999738394e-8,0.9561217768404625,0.9553344509497383,0.9568949676164521,3.982420187375771e-4,7.165472421263123e-4,0.04485569480004903,1.0923327355523724e-4,7.492920932258767e-4,0.044871355375079386,1.1426596495930408e-4,-3.103955652740421,0.009282506774546354
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,66,67,1,54765,41,4258,1.3680530242403714e-8,0.9554051265234119,0.9545881168917447,0.9562080010403444,4.133362895785824e-4,7.486533369853008e-4,0.04560434813703433,1.168762335158726e-4,7.792380572264827e-4,0.04562028909292148,1.2169652956687929e-4,-3.0874027251683,0.009483270605904408
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,67,68,1,50466,44,3375,1.729154204671963e-8,0.9545725682655366,0.9537188073355591,0.9554107805693058,4.3163095334017553e-4,8.718741330796972e-4,0.046476222270114026,1.313826590333478e-4,9.024437767272056e-4,0.04649254352932031,1.3604850441360645e-4,-3.0684633334551026,0.00972569688896068
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,68,69,1,47047,48,6993,2.170804356274124e-8,0.9535986588603139,0.9527010790746588,0.9544792765082873,4.535035797971445e-4,0.0010202563394052756,0.047496478609519305,1.4718617673212755e-4,0.0011027764695070818,0.04751332068449845,1.5917204868501095e-4,-3.046745171793091,0.01000921708246907
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,69,70,1,40006,31,4871,1.9384209316695055e-8,0.9528593923596878,0.9519250612757223,0.9537767613059714,4.721721986597958e-4,7.748837674348848e-4,0.04827136237695419,1.3911930109641738e-4,8.254559978697909e-4,0.048288504829541716,1.4825626117990305e-4,-3.0305617418965567,0.010261907251902522
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Unboosted,44501,70,NA,NA,35104,50,35054,4.063271257643956e-8,0.9515024213451541,0.9504945876645681,0.9524904658651113,5.090176614468663e-4,NA,NA,NA,NA,0.04971385927137718,NA,-3.001471526174363,0.010760831414305626
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Boosted,22899,0,1,1,NA,NA,NA,0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0,0,0,0,0,0,0,NA,NA
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Boosted,22899,1,2,1,4244751,501,167920,2.7808947309397526e-11,0.9998826785477017,0.9998713704559139,0.999892573128016,5.272796527555075e-6,1.1802812461791045e-4,1.1802812461791045e-4,5.272796527555075e-6,1.2041704677553314e-4,1.180350904851373e-4,5.379836885382899e-6,-9.044528600713694,0.04467670518680902
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Boosted,22899,2,3,1,4076330,1592,229842,9.584601013077258e-11,0.9994925493810233,0.9994699331974477,0.9995137520531253,1.1114370204957024e-5,3.9054737962824403e-4,5.085755042461544e-4,9.786274057765432e-6,4.019579797369751e-4,5.086587536034783e-4,1.007416626686098e-5,-7.583733191389696,0.021861464067904644
pfizer,postest,BNT162b2,Positive SARS-CoV-2 test,Boosted,22899,3,4,1,3844896,1906,202025,1.2899386180095176e-10,0.9989964068538344,0.9989653096014179,0.9990275041062507,1.5878972113101035e-5,4.957221209624396e-4,0.001004297625208594,1.1351916282215592e-5,5.092266607675456e-4,0.0010045037853980319,1.1664058013036746e-5,-6.903261605276334,0.01582366422665518
