treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_descr,period_id,term_left,term_right,term_midpoint,hr,hr.ll,hr.ul
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-1.6198028764183303,0.3729036037700647,0.3741668831524498,-4.329092042489397,1.4972535160513657e-5,-2.3531564916047385,-0.8864492612319221,NA,region- and trial-stratified,6,56,70,63,0.19793771342918326,0.09506860485860097,0.41211647584232813
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-1.0694548375404211,0.18136924097665968,0.1812014038192959,-5.902022914827641,3.5907127615803995e-9,-1.4246030629743396,-0.7143066121065027,NA,Demographic adjustment,1,0,7,3.5,0.3431955637664101,0.24060394887201816,0.48953142930997856
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.9918876546538262,0.15346199155042212,0.15337912814278434,-6.466901114018943,1.0003306235045377e-10,-1.2925052217938373,-0.6912700875138151,NA,Demographic adjustment,2,7,14,10.5,0.3708759441441147,0.2745820318223168,0.5009394279440579
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.640514235077204,0.15788711819009235,0.15666611660098215,-10.47140422364257,1.1689593032724194e-25,-1.9475741812128815,-1.3334542889415264,NA,Demographic adjustment,3,14,28,21,0.19388031659229218,0.1426196216537586,0.2635652564917375
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.5178574397190885,0.29164015494649687,0.2927582951344044,-8.600464893960215,7.939383204304018e-18,-3.0916531543578687,-1.9440617250803083,NA,Demographic adjustment,4,28,42,35,0.08063218111664618,0.04542679479274307,0.1431214476233805
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-2.073073511371216,0.31229477971032715,0.3110282188485021,-6.665226451304676,2.6425757753993106e-11,-2.682677618489922,-1.46346940425251,NA,Demographic adjustment,5,42,56,49,0.12579854366517804,0.06837981375235253,0.2314319492824775
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-1.672633917997014,0.3735249515395405,0.37610805087213994,-4.447216469092908,8.699016510889912e-6,-2.4097921520019665,-0.9354756839920614,NA,Demographic adjustment,6,56,70,63,0.18775189071602008,0.08983396444159754,0.39239916312896805
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-1.0473045759584192,0.1814248280529103,0.18139673470041334,-5.773558039443765,7.761485436710099e-9,-1.4028356428843964,-0.6917735090324421,NA,Full adjustment,1,0,7,3.5,0.3508822520793279,0.2458986935061793,0.500687307723199
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.9612055722090105,0.15356154801022653,0.15407752276489167,-6.238454220708903,4.4191590756676777e-10,-1.2631919676553482,-0.6592191767626726,NA,Full adjustment,2,7,14,10.5,0.3824315590900631,0.282750055512471,0.5172550616231647
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.5983029709791547,0.1580420809611509,0.15673643163729858,-10.19739287339247,2.0366624316963305e-24,-1.9055007320535842,-1.2911052099047253,NA,Full adjustment,3,14,28,21,0.20223943313107207,0.14874814100890993,0.2749667191519888
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.4498351051233316,0.2918382192274502,0.29256680059280904,-8.373592287844657,5.588787960214905e-17,-3.023255497357349,-1.8764147128893143,NA,Full adjustment,4,28,42,35,0.08630781704291322,0.0486426044482745,0.15313816698762767
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.9920723253878347,0.31258301856202475,0.3118555109289767,-6.3878054277563106,1.6828326477527204e-10,-2.603297895188966,-1.3808467555867034,NA,Full adjustment,5,42,56,49,0.13641244136379438,0.07402903519833126,0.2513656176792927
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-1.5775133119555225,0.37379576413337934,0.37471365493389724,-4.209916802294834,2.554647446104986e-5,-2.3119385801413306,-0.8430880437697145,NA,Full adjustment,6,56,70,63,0.2064879313828522,0.09906901206460673,0.43037943871857803
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-1.320522293667601,0.15403975203922085,0.15392932142678464,-8.578757324644595,9.590356697743176e-18,-1.6222182198287887,-1.0188263675064135,NA,Unadjusted,1,0,7,3.5,0.266995815318908,0.1974602027856092,0.36101839455319235
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.366186977667397,0.1225083924782238,0.12264745553377467,-11.13913836794744,8.089821358793428e-29,-1.606571573309073,-1.1258023820257208,NA,Unadjusted,2,7,14,10.5,0.2550777246627932,0.20057409020055145,0.32439207653436425
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-2.324385626032161,0.15025756747319374,0.15032017634464087,-15.462898478132532,6.175599809659547e-54,-2.619007757817367,-2.0297634942469553,NA,Unadjusted,3,14,28,21,0.09784353811208388,0.07287513674963683,0.1313665864282377
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.4538535872336458,0.23169054944047432,0.2316581357190293,-10.592563820896176,3.2263213457743506e-26,-2.907895189968635,-1.9998119844986566,NA,Unadjusted,4,28,42,35,0.08596168654952563,0.05459051168646891,0.13536073075992933
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.8885985576858744,0.30592959426743865,0.3060466784022228,-6.1709493713366745,6.788115769961364e-10,-2.4884390249423434,-1.2887580904294054,NA,Unadjusted,5,42,56,49,0.15128367568665385,0.083039488028607,0.2756128568781663
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-2.0406986021276547,0.6262266954285411,0.6262621376602663,-3.258537406958314,0.0011198811127737791,-3.268149836822842,-0.8132473674324676,NA,Unadjusted,6,56,70,63,0.1299379042668892,0.03807681025715253,0.4434157916917349
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,1,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-1.2954072734100592,0.15405389347952986,0.15406706359580602,-8.408074011253646,4.167981273224479e-17,-1.597373169261681,-0.9934413775584374,NA,region- and trial-stratified,1,0,7,3.5,0.2737863357270905,0.20242756315159263,0.370300153120612
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,1,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.307788137976896,0.12257495522537704,0.12238806138007483,-10.685585858865547,1.1889597412601805e-26,-1.5476643304195201,-1.067911945534272,NA,region- and trial-stratified,2,7,14,10.5,0.27041752163223826,0.212744294357478,0.3437254861596793
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,1,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-2.260117173974514,0.15057668553530573,0.15134230383187183,-14.933809759400175,1.9858833650043092e-50,-2.556742638822301,-1.963491709126727,NA,region- and trial-stratified,3,14,28,21,0.10433825831004838,0.07755696046651482,0.14036744196382747
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,1,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.39362245476302,0.23261682415250165,0.230891759303641,-10.366859614141603,3.5086629977352e-25,-2.846161987325247,-1.9410829222007926,NA,region- and trial-stratified,4,28,42,35,0.09129835995797154,0.058066754690376476,0.1435484138120222
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,1,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.8530402171673148,0.30717797856986717,0.30888416619994286,-5.999142785350251,1.9836187943284327e-9,-2.458442058313887,-1.2476383760207428,NA,region- and trial-stratified,5,42,56,49,0.15675985711072157,0.08556815737584958,0.287182213044936
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,1,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-2.0197630973379384,0.6266031547082542,0.6303371553725025,-3.2042583562194493,0.001354109059389193,-3.255201219985471,-0.7843249746904055,NA,region- and trial-stratified,6,56,70,63,0.132686895235733,0.03857305821220703,0.45642769806949757
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,2,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-1.2973715434360813,0.15415174615184546,0.15427397902503998,-8.409529277944577,4.1165946439974255e-17,-1.5997429860768473,-0.9950001007953153,NA,Demographic adjustment,1,0,7,3.5,0.2732490732713022,0.2019484148796414,0.36972340727766967
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,2,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.3134718988690108,0.1227646916956476,0.12261208692107614,-10.712417770969646,8.900641050836367e-27,-1.5537871733036146,-1.073156624434407,NA,Demographic adjustment,2,7,14,10.5,0.2688848927722107,0.21144567414940704,0.3419274754707768
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,2,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-2.2779957073076367,0.15098314148386024,0.15194328342651942,-14.99240806132301,8.231384206625897e-51,-2.5757990705163762,-1.980192344098897,NA,Demographic adjustment,3,14,28,21,0.10248941978843448,0.07609299483025729,0.13804268306171527
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,2,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.428443776491145,0.23324042265038394,0.23177679189139452,-10.47751052499277,1.0959054072790423e-25,-2.8827179410505135,-1.9741696119317764,NA,Demographic adjustment,4,28,42,35,0.08817394423139639,0.05598239900960784,0.1388765858352568
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,2,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.899012838059694,0.30794171364165834,0.3097630462290633,-6.130533842488796,8.758468324480505e-10,-2.506137252410074,-1.2918884237093142,NA,Demographic adjustment,5,42,56,49,0.14971634057144634,0.08158276501190721,0.27475144573530674
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,2,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-2.045963547036936,0.6274193580505851,0.6311685209009805,-3.2415487770466815,0.0011888208783997142,-3.2830311161782744,-0.8088959778955982,NA,Demographic adjustment,6,56,70,63,0.12925558611915974,0.0375143738726036,0.44534947057209157
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,3,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-1.2815462374244262,0.15424196369622162,0.15439597778879155,-8.300386161468131,1.0377353258004453e-16,-1.5841567932483036,-0.9789356816005487,NA,Full adjustment,1,0,7,3.5,0.277607720975368,0.20512067935887848,0.37571076200612263
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,3,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.288747041042753,0.1228968466901504,0.12271673980660372,-10.501803120534026,8.474565783768101e-26,-1.529267431363869,-1.0482266507216371,NA,Full adjustment,2,7,14,10.5,0.27561590224801297,0.216694352671347,0.35055886152787036
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,3,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-2.2342542060189885,0.15108794202156614,0.15209994392271214,-14.689382181194619,7.539809759520159e-49,-2.5323646181580663,-1.9361437938799109,NA,Full adjustment,3,14,28,21,0.10707195370194762,0.07947087964812481,0.14425917166530983
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,3,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.3571992816516345,0.23326279099043634,0.23174475526338228,-10.171532378252241,2.656953345927891e-24,-2.811410655573913,-1.902987907729356,NA,Full adjustment,4,28,42,35,0.09468503831103907,0.06012012375855722,0.14912238896858332
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,3,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.8192472256569874,0.3078624171276941,0.30901108169113645,-5.887320337188962,3.925074835258852e-9,-2.4248978165953794,-1.2135966347185956,NA,Full adjustment,5,42,56,49,0.1621477656811149,0.08848716049946102,0.29712669913888673
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,3,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-1.9756297063186978,0.6273669370722352,0.6300927968145018,-3.135458326625371,0.001715858050377902,-3.2105888949932355,-0.7406705176441604,NA,Full adjustment,6,56,70,63,0.13867396087358613,0.04033285446094038,0.4767941094521909
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,0,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-16.224024108817236,1347.0309284011485,0.4082522311725638,-39.740197039999806,0,-17.024183778523582,-15.423864439110892,NA,Unadjusted,1,0,7,3.5,8.994889971427984e-8,4.0410193133285685e-8,2.0021692381235366e-7
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,0,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.4399514904863522,0.6455120444336129,0.645683873063741,-2.23011840709889,0.025739583123257002,-2.7054686270896164,-0.17443435388308814,NA,Unadjusted,2,7,14,10.5,0.2369392522112356,0.06683899394294202,0.8399319906931023
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,0,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-2.593602242700201,0.46610723501035894,0.466933284775797,-5.554545643379325,2.783347805263352e-8,-3.508774664043748,-1.6784298213566544,NA,Unadjusted,3,14,28,21,0.07475028584537927,0.029933570654671237,0.18666684634544065
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,0,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.2733622046904087,0.4335255144593338,0.43349797290648456,-5.244227993612383,1.569380412009135e-7,-3.1230026189582385,-1.423721790422579,NA,Unadjusted,4,28,42,35,0.10296540667491084,0.044024780123921775,0.24081607998693963
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,0,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-3.191500047710292,0.7250111965316641,0.7250073272728467,-4.402024541897098,1.0724542222119083e-5,-4.612488297692716,-1.770511797727869,NA,Unadjusted,5,42,56,49,0.041110157466485775,0.00992708600474215,0.1702458350931909
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,0,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-2.0986000296996536,0.7595570450253952,0.7600257840548361,-2.7612221502583116,0.005758549193103888,-3.5882231937689486,-0.6089768656303587,NA,Unadjusted,6,56,70,63,0.12262798367385008,0.02764741089904712,0.5439070745113541
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-16.21175034743962,1346.955711704206,0.40829995568230465,-39.705491322790806,0,-17.012003555466237,-15.411497139413001,NA,region- and trial-stratified,1,0,7,3.5,9.105971403563926e-8,4.090540809136182e-8,2.0270844142986147e-7
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.4005646310536324,0.6455281761313972,0.6471641564718561,-2.1641566780970822,0.03045232684853381,-2.6689830698237142,-0.1321461922835505,NA,region- and trial-stratified,2,7,14,10.5,0.24645776693920673,0.06932268580766927,0.8762128901523378
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-2.5383698563617316,0.4663891349377034,0.4689558610486208,-5.412811881028087,6.204266160123269e-8,-3.457506454355998,-1.6192332583674651,NA,region- and trial-stratified,3,14,28,21,0.07899506819606482,0.03150823135732111,0.1980504944417003
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.1547711645193175,0.43380196040131586,0.4372845075161256,-4.927618352543297,8.323800387147305e-7,-3.011833050248258,-1.297709278790377,NA,region- and trial-stratified,4,28,42,35,0.11592971641012133,0.049201407397721705,0.2731568029810766
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-3.1395759610981453,0.7253905265732192,0.7283286045395899,-4.310658597684511,1.627690394663817e-5,-4.567073794906057,-1.7120781272902337,NA,region- and trial-stratified,5,42,56,49,0.04330115538392563,0.010388313621316836,0.18049032075190607
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-2.132626125338554,0.7598078613040414,0.7663129461094361,-2.782970242334907,0.005386374619968456,-3.6345719005998314,-0.6306803500772762,NA,region- and trial-stratified,6,56,70,63,0.11852562164811664,0.026395231751934436,0.5322295753680183
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-17.23575664711314,2237.0461520373724,0.4081717555046491,-42.22672542788625,0,-18.03575858740874,-16.435754706817537,NA,Demographic adjustment,1,0,7,3.5,3.2704385754197534e-8,1.4694999260353508e-8,7.278509026162608e-8
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.4088216232837865,0.6457650228626555,0.6470559535354127,-2.1772794386423695,0.02945972434529844,-2.6770279881954178,-0.14061525837215516,NA,Demographic adjustment,2,7,14,10.5,0.24443114548555006,0.06876722776215696,0.8688235199770123
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-2.590508100539584,0.46724133852639455,0.4715413054497067,-5.4937034584256175,3.935911806937365e-8,-3.5147120764440096,-1.6663041246351584,NA,Demographic adjustment,3,14,28,21,0.07498193204465785,0.02975636928047139,0.18894409059641237
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.2034978216608514,0.4348211072369458,0.4366318839243763,-5.04658020357142,4.497881278276991e-7,-3.0592805886545023,-1.3477150546672005,NA,Demographic adjustment,4,28,42,35,0.11041626571013437,0.046921438896230405,0.2598332877287457
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-3.218208866079578,0.726618485594097,0.730704053300155,-4.404257580815168,1.0614676289958463e-5,-4.650362493905318,-1.7860552382538386,NA,Demographic adjustment,5,42,56,49,0.04002668725020366,0.009558136536248712,0.16762008851302795
