treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,fup_period,n_0,n_1,yearsatrisk_0,yearsatrisk_1,events_0,events_1,rate_0,rate_1,rr,rrE,rrCI,q_0,q_1
moderna,covidemergency,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,28-41,26476,93044,379.3237508555784,1636.930869267625,NA,0,0.010545081848889915,0,0,0,(NA-0.35),-- /    379,"0 /  1,637"
moderna,covidemergency,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,42-55,981,7150,7.403148528405202,54.2258726899384,NA,0,0,0,NaN,NA,(NA-NA),-- /      7,0 /     54
moderna,covidemergency,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,All,1054427,1054427,26439.279945242983,36979.84394250513,65,31,0.0024584633217931092,8.382945057366286e-4,0.3409831248266127,0.34,(0.21-0.53),"65 / 26,439","31 / 36,980"
moderna,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,0-6,211899,211899,3012.002737850787,3304.4626967830254,6,NA,NA,NA,NA,NA,NA,"6 /  3,012","-- /  3,304"
moderna,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,7-13,109151,139303,1693.8425735797398,2388.722792607803,6,NA,NA,NA,NA,NA,NA,"6 /  1,694","-- /  2,389"
moderna,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,14-27,63112,103995,1353.013004791239,2738.5242984257357,9,NA,NA,NA,NA,NA,NA,"9 /  1,353","-- /  2,739"
moderna,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,28-41,12197,36339,156.99657768651608,578.0561259411362,NA,NA,NA,NA,NA,NA,NA,-- /    157,-- /    578
moderna,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,42-55,230,1481,1.5277207392197125,9.289527720739219,NA,0,0,0,NaN,NA,(NA-NA),-- /      2,0 /      9
moderna,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,All,211899,211899,6217.382614647502,9019.05544147844,23,8,0.003699305869613752,8.870108463030589e-4,0.2397776441221046,0.24,(0.09-0.56),"23 /  6,217","8 /  9,019"
moderna,covidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0-6,1054427,1054427,14996.971937029432,16458.951403148527,35,21,0.0023338044604578174,0.001275901452384311,0.5467045221663602,0.55,(0.30-0.97),"35 / 14,997","21 / 16,459"
moderna,covidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,7-13,492708,635845,7005.232032854209,10057.2977412731,58,17,0.00827952589264463,0.0016903148775476206,0.204155998720804,0.2,(0.11-0.36),"58 /  7,005","17 / 10,057"
moderna,covidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,14-27,222443,384790,4048.4599589322384,8771.813826146476,37,12,0.009139277743964292,0.0013680180904240293,0.1496855800588277,0.15,(0.07-0.29),"37 /  4,048","12 /  8,772"
moderna,covidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,28-41,26458,93039,378.9924709103354,1636.8596851471596,NA,NA,NA,NA,NA,NA,NA,-- /    379,"-- /  1,637"
moderna,covidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,42-55,981,7150,7.408624229979466,54.23134839151266,NA,NA,NA,NA,NA,NA,NA,-- /      7,-- /     54
moderna,covidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,All,1054427,1054427,26437.065023956195,36979.15400410678,135,53,0.005106466995397125,0.0014332399273956889,0.28067153448511173,0.28,(0.20-0.39),"135 / 26,437","53 / 36,979"
moderna,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,0-6,211899,211899,3012.043805612594,3304.4900752908966,NA,NA,NA,NA,NA,NA,NA,"-- /  3,012","-- /  3,304"
moderna,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,7-13,109157,139308,1693.9958932238194,2388.813141683778,NA,NA,NA,NA,NA,NA,NA,"-- /  1,694","-- /  2,389"
moderna,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,14-27,63124,104000,1353.4811772758385,2738.713210130048,NA,0,7.388355425915175e-4,0,0,0,(NA-19.27),"-- /  1,353","0 /  2,739"
moderna,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,28-41,12206,36343,157.22929500342232,578.1601642710473,0,0,0,0,NaN,NA,(NA-NA),0 /    157,0 /    578
moderna,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,42-55,231,1481,1.5359342915811087,9.289527720739219,0,0,0,0,NaN,NA,(NA-NA),0 /      2,0 /      9
moderna,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,All,211899,211899,6218.2861054072555,9019.466119096509,NA,NA,NA,NA,NA,NA,NA,"-- /  6,218","-- /  9,019"
moderna,coviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0-6,1054427,1054427,14997.147159479808,16459.044490075292,NA,NA,NA,NA,NA,NA,NA,"-- / 14,997","-- / 16,459"
moderna,coviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,7-13,492739,635865,7006.228610540726,10057.782340862423,6,NA,NA,NA,NA,NA,NA,"6 /  7,006","-- / 10,058"
moderna,coviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,14-27,222510,384817,4050.6392881587954,8772.689938398356,9,0,0.0022218715021872313,0,NA,NA,NA,"9 /  4,051","0 /  8,773"
moderna,coviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,28-41,26492,93052,379.67967145790556,1637.119780971937,NA,NA,NA,NA,Inf,Inf,(0.01-NA),-- /    380,"-- /  1,637"
moderna,coviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,42-55,984,7153,7.422313483915127,54.25325119780972,0,0,0,0,NaN,NA,(NA-NA),0 /      7,0 /     54
moderna,coviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,All,1054427,1054427,26441.11704312115,36980.889801505815,16,NA,NA,NA,NA,NA,NA,"16 / 26,441","-- / 36,981"
