treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,treated,treated_descr,time,interval,surv,surv.ll,surv.ul,n.risk,n.event,n.censor
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,31,1,0.9690557787268301,0.9687869622636828,0.9693218380980477,750732,804,41796
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,32,1,0.9680480616265188,0.96776959534161755,0.9683237708194905,708132,738,37740
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,33,1,0.9669603888602458,0.9666722727535905,0.9672471264209362,669654,756,33534
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,34,1,0.9657886247901164,0.9654881017697773,0.9660863907185258,635364,768,31680
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,35,1,0.9646692454666517,0.9643576940785937,0.964976661216815,602916,696,38934
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,36,1,0.9636160363495,0.9632934565937232,0.9639344804673823,563286,618,28590
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,37,1,0.9625986694274348,0.9622664398499039,0.9629281419130359,534078,564,27210
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,38,1,0.961585438143264,0.9612421801980143,0.9619245604506191,506304,534,26184
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,39,1,0.9604440020843615,0.9600883372254282,0.9607955313054003,479586,570,23688
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,40,1,0.9592708594682673,0.9589027876956502,0.9596361741489546,455328,552,21228
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,41,1,0.9581404517770836,0.9577599730907828,0.9585181733714547,433548,510,19884
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,42,1,0.9569604164311651,0.9565661522852157,0.9573505449392199,413154,510,27690
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,43,1,0.9558313872859463,0.9554247162263132,0.9562353012536497,384954,456,19320
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,44,1,0.9547326861519544,0.9543122296326727,0.9551490070333415,365178,420,18738
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,45,1,0.9536008999148059,0.9531680364818405,0.9540310062558416,346020,408,18036
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,46,1,0.9524222431148522,0.9519742156762733,0.9528661349155365,327576,408,16464
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,47,1,0.9511746590166557,0.9507100890264985,0.9516337148229533,310704,408,14358
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,48,1,0.9498636618040756,0.9493825492623401,0.9503392601619516,295938,408,13320
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,49,1,0.9485733427809684,0.9480770662336194,0.9490668622363876,282210,378,19314
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,50,1,0.9474360423599605,0.9469232232610332,0.9479433472750283,262518,318,13986
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,51,1,0.9461691586182558,0.9456384184217854,0.9466930060849019,248214,330,12504
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,52,1,0.9448581614056758,0.9443108786576271,0.9454013085158298,235380,330,12630
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,53,1,0.9435623281987091,0.9429957458071525,0.9441233964064064,222420,300,11262
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,54,1,0.9421120978436784,0.9415248372626489,0.9426938442408486,210858,324,10578
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,55,1,0.9407087380514528,0.9401007992809505,0.9413111626380959,199956,300,9366
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,56,1,0.9393784411953648,0.9387512027813544,0.9400001654255158,190290,270,13662
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,57,1,0.9381598065624303,0.937511889958947,0.9387994518901244,176358,228,9888
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,58,1,0.9366806267421375,0.9360106534032164,0.9373437073512343,166242,264,9528
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,59,1,0.9352979451393848,0.9346045365190612,0.9359830824839193,156450,228,8814
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,60,1,0.9336988318201495,0.9329792308264935,0.9344115400839811,147408,252,8232
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,61,1,0.9323078789416076,0.931564842666549,0.933042643940877,138924,210,7050
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,62,1,0.9307997496560528,0.930030521007662,0.9315607070286545,131664,210,5952
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,63,1,0.9290558890105073,0.9282563323508896,0.9298485529403007,125502,234,9306
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,64,1,0.9272941072674187,0.9264614655046444,0.928117099208439,115962,222,6636
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,65,1,0.9256536375692375,0.9247906677952363,0.9265069575214847,109104,192,6312
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,66,1,0.9239842184057944,0.9230909206205663,0.9248692449152333,102600,186,6114
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,67,1,0.9220845820662199,0.9211540635399407,0.923005450770745,96300,198,5622
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,68,1,0.9200870689631405,0.9191165726038804,0.9210479155006466,90480,198,4878
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,69,1,0.9181157482333934,0.9171052740411524,0.9191151940579155,85404,180,4302
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unboosted,70,NA,0.9159721092580391,0.9149175215949226,0.9170129114615069,80922,192,80736
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,0,1,1,1,1,NA,NA,NA
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,1,1,0.9998690381333385,0.9998580097656197,0.9998786879550925,4352418,576,167700
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,2,1,0.9994306605165136,0.999407225235111,0.9994527172519514,4184142,1836,170700
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,3,1,0.9988337501137301,0.9987992864646086,0.9988654566709219,4011606,2394,173058
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,4,1,0.99814447713130106,0.9981017422063904,0.9981858335102468,3836154,2652,171984
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,5,1,0.9974317688674694,0.9973821412127345,0.9974827750681692,3661518,2610,173040
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,6,1,0.9966652973110083,0.9966073983804842,0.9967231962415323,3485868,2676,173064
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,7,1,0.9958781475650743,0.995813355904726,0.9959429392254227,3310128,2616,187710
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,8,1,0.9951268400142266,0.9950537770780892,0.9951985244043993,3119802,2352,160740
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,9,1,0.994481680502673,0.994404481928641,0.994558879076705,2956710,1920,148326
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,10,1,0.9939219908409407,0.9938392780830492,0.9940047035988321,2806464,1578,140340
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,11,1,0.9934615564886781,0.993374708092892,0.9935470263384992,2664546,1236,132822
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,12,1,0.9930080148662397,0.9929184093785239,0.9930976203539555,2530488,1152,126726
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,13,1,0.9925806656171337,0.9924869244915233,0.9926730281967792,2402610,1038,121434
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,14,1,0.992111959989082,0.992014083225577,0.9922098367525869,2280138,1074,126000
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,15,1,0.9916460114529599,0.9915426205055955,0.9917466453083945,2153064,1014,106206
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,16,1,0.9911952269224513,0.9910877003371924,0.9912999964157805,2045844,930,154116
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,17,1,0.990789934408783,0.9906796507315944,0.9908988395400068,1890798,768,135264
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,18,1,0.990391534624939,0.9902771153098558,0.9905031968480925,1754766,708,118290
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,19,1,0.9900082988467085,0.9898897438937306,0.9901240967077566,1635768,636,100344
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,20,1,0.9896319557983022,0.9895092652074299,0.9897518892972449,1534788,582,93552
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,21,1,0.9892597483877905,0.9891343007049884,0.9893838175246278,1440654,540,103272
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,22,1,0.9888875409772788,0.9887579576565821,0.9890171242979755,1336842,504,79356
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,23,1,0.9885318761183455,0.9883981571597542,0.9886642165309718,1256982,450,76152
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,24,1,0.9881789683513418,0.9880397352088911,0.9883154444018627,1180380,426,70404
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,25,1,0.9878136536706543,0.9876702848903092,0.9879542653590699,1109550,408,62262
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,26,1,0.9874138753408456,0.9872663709226057,0.9875600012131205,1046880,426,56544
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,27,1,0.986952062442618,0.9867990438405188,0.9871037024987525,989910,462,52338
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,28,1,0.9865577982966687,0.98639926551071,0.9867149525366624,937110,372,62310
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,29,1,0.9861345846854572,0.985970537715639,0.9862958745633456,874428,378,48372
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,30,1,0.985708613982316,0.9855390528286385,0.9858767965900287,825678,354,45102
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,31,1,0.9852247443486508,0.985048290465149,0.9853998196861878,780222,384,42714
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,32,1,0.9847463888988451,0.9845630422855189,0.9849283569662064,737124,360,38640
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,33,1,0.9842997400062311,0.9841095006630807,0.9844872222574518,698124,312,34110
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,34,1,0.9837731354476552,0.9835746248287157,0.9839688889746651,663702,360,32424
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,35,1,0.983269966170482,0.9830645628217182,0.9834726124273162,630918,318,40368
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,36,1,0.9827778252610277,0.9825655291824396,0.982988742793651,590232,300,29538
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,37,1,0.9822553563403464,0.9820347889859692,0.982473166602794,560394,294,28056
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,38,1,0.9816749884891413,0.9814461498589748,0.9819024485733429,532044,318,27096
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,39,1,0.9811470053846005,0.9809085169326801,0.9813813581986265,504630,270,24588
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,40,1,0.9806011011825168,0.9803529629088423,0.9808451038182966,479772,264,22014
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,41,1,0.9799917838660495,0.979733995770621,0.9802454363235834,457494,288,20574
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,42,1,0.9793990091011605,0.9791329497299429,0.9796623113804483,436632,264,29118
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,43,1,0.9788048557903066,0.9785277680513702,0.9790791864373134,407250,246,20286
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,44,1,0.9781142042619128,0.9778247096092926,0.9783995632766384,386718,270,19662
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,45,1,0.9773697894408894,0.9770678878745854,0.9776675553692987,366786,282,18966
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,46,1,0.9766874091882846,0.976373100708297,0.9769962034844129,347538,240,17202
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,47,1,0.9759733223784881,0.9756479855307816,0.9762959021342649,330096,246,15018
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,48,1,0.975226150465535,0.97488702815818,0.9755611371349955,314832,240,13956
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,49,1,0.9745327418452113,0.9741798340782077,0.9748801354283556,300636,210,20526
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,50,1,0.973875175419974,0.9735098607392867,0.9742335973708371,279900,192,14748
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,51,1,0.9730880256740401,0.9727089255337041,0.9734616116305166,264960,216,13194
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,52,1,0.972360153404595,0.9719672678046104,0.972748903366685,251550,186,13344
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,53,1,0.9715357829176099,0.971126354766047,0.9719383183393484,238020,204,11928
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,54,1,0.9707872324586919,0.9703626403015156,0.971204931886044,225888,174,11118
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,55,1,0.9699959470748634,0.9695561909120736,0.9704288105078288,214596,174,9876
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,56,1,0.968989608520517,0.9685305527142192,0.9694431501429552,204546,210,14508
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,57,1,0.9681941874987938,0.9677172105949529,0.9686628931268455,189828,156,10494
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,58,1,0.9672319624153228,0.9667356858679739,0.9677213462328474,179178,180,10128
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,59,1,0.9662697373318518,0.9657527825950301,0.9667797993388494,168870,168,9402
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,60,1,0.9653778180925887,0.9648415637122589,0.9659071797430943,159300,144,8712
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,61,1,0.9643576940785937,0.9637980044168613,0.9649091124645369,150444,162,7482
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,62,1,0.9632300434793397,0.9626455399902399,0.9638062756926504,142800,168,6264
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,63,1,0.9619659168295649,0.961352463875203,0.9625697199621728,136368,174,10026
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,64,1,0.9607610676562789,0.9601200437826198,0.9613924417081839,126168,162,7086
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,65,1,0.9593232442149319,0.9586477566921514,0.9599877033699935,118920,174,6726
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,66,1,0.9580729030248056,0.9573684660367631,0.9587663116451293,112020,150,6528
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,67,1,0.956854268391871,0.9561208819385665,0.9575766264774567,105342,132,5976
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,68,1,0.9555625708227989,0.9547974778123027,0.9563152569196115,99234,132,5256
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,69,1,0.9542791445295161,0.953482344961828,0.9550635371835203,93846,126,4614
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,Boosted,70,NA,0.9527269017730858,0.9518915029183819,0.9535471366221764,89106,150,88962
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,0,Unboosted,0,1,1,1,1,NA,NA,NA
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,0,Unboosted,1,1,0.9999958643621054,0.9999931072701758,0.9999972429080703,4352418,24,167442
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,0,Unboosted,2,1,0.9999917287242108,0.9999875930863164,0.9999931072701758,4184952,18,170778
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,0,Unboosted,3,1,0.9999834574484218,0.9999793218105272,0.9999875930863164,4014156,30,173472
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,0,Unboosted,4,1,0.9999793218105272,0.9999738076266678,0.9999820789024568,3840654,18,172536
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,0,Unboosted,5,1,0.9999682934428082,0.999961400712984,0.9999738076266678,3668100,42,173544
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,0,Unboosted,6,1,0.9999600221670192,0.9999531294371948,0.9999655363508786,3494514,30,173826
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,0,Unboosted,7,1,0.9999531294371948,0.9999448581614057,0.9999586436210542,3320658,24,188688
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,0,Unboosted,8,1,0.9999434796154408,0.9999352083396517,0.9999503723452652,3131946,24,161844
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,0,Unboosted,9,1,0.9999352083396517,0.9999255585178977,0.999942101069476,2970078,30,149292
