treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,fup_period,n_0,n_1,yearsatrisk_0,yearsatrisk_1,events_0,events_1,rate_0,rate_1,rr,rrE,rrCI,rrECI,q_0,q_1
moderna,covidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,All,1036776,1036776,40771.498973305956,40824.30663928816,390,66,0.00954097861976297,0.0016166839178227087,0.16944634111997126,0.17,(0.13-0.22),0.17 (0.13-0.22),"390 / 40,771","66 / 40,824"
moderna,noncovidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0-6,220596,220596,3650.318959616701,3653.284052019165,516,258,0.14080961299172942,0.0706213905971543,0.5015381343410291,0.5,(0.43-0.58),0.50 (0.43-0.58),"516 /  3,650","258 /  3,653"
moderna,noncovidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,7-13,152136,152448,2574.8117727583844,2582.4503764544834,342,204,0.13243686533042692,0.0786075124040541,0.5935470626545726,0.59,(0.50-0.71),0.59 (0.50-0.71),"342 /  2,575","204 /  2,582"
moderna,noncovidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,14-27,113928,114432,2410.108145106092,2430.674880219028,396,210,0.16430797962494262,0.08557294177543692,0.5208081918527018,0.52,(0.44-0.62),0.52 (0.44-0.62),"396 /  2,410","210 /  2,431"
moderna,noncovidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,28-41,31236,31794,690.9158110882956,706.3572895277207,108,66,0.15486691472794495,0.09343713298991849,0.6033382479018176,0.6,(0.44-0.83),0.60 (0.44-0.83),108 /    691,66 /    706
moderna,noncovidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,42-69,7356,7638,109.25119780971937,114.98151950718686,18,12,0.13729826583801122,0.08697049789270662,0.6334420712590583,0.63,(0.25-1.51),0.63 (0.25-1.51),18 /    109,12 /    115
moderna,noncovidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,All,220596,220596,9435.405886379192,9487.748117727584,1374,750,0.14551573260690798,0.07852232065562417,0.539613959596672,0.54,(0.49-0.59),0.54 (0.49-0.59),"1,374 /  9,435","750 /  9,488"
moderna,noncovidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0-6,1036776,1036776,17040.14236824093,17047.67693360712,1632,870,0.09548042292371743,0.050798710192167106,0.5320327312830603,0.53,(0.49-0.58),0.53 (0.49-0.58),"1,632 / 17,040","870 / 17,048"
moderna,noncovidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,7-13,688854,689778,11046.962354551677,11071.266255989049,1122,552,0.10111376902988746,0.04967814767371123,0.4913094245258254,0.49,(0.44-0.54),0.49 (0.44-0.54),"1,122 / 11,047","552 / 11,071"
moderna,noncovidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,14-27,456306,457998,10080.48733744011,10146.724161533197,1116,594,0.11021292550744208,0.05804829131286846,0.5266922282082855,0.53,(0.48-0.58),0.53 (0.48-0.58),"1,116 / 10,080","594 / 10,147"
moderna,noncovidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,28-41,111258,112770,2164.2628336755647,2204.229979466119,288,156,0.13168456047271526,0.06941199485774971,0.5271080725680951,0.53,(0.43-0.64),0.53 (0.43-0.64),"288 /  2,164","156 /  2,204"
moderna,noncovidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,42-69,18090,18648,276.8925393566051,288.9308692676249,54,30,0.18057546843328223,0.0969089944282303,0.5366675510745557,0.54,(0.33-0.87),0.54 (0.33-0.87),54 /    277,30 /    289
moderna,noncovidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,All,1036776,1036776,40608.747433264885,40758.82819986311,4194,2190,0.10317973995345983,0.05363255266517554,0.5197973234800456,0.52,(0.49-0.55),0.52 (0.49-0.55),"4,194 / 40,609","2,190 / 40,759"
moderna,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0-6,220596,220596,3654.781656399726,3654.943189596167,6,0,2.7361415647059086e-4,0,0,0,(NA-39.00),0.00 (NA-39.00),"6 /  3,655","0 /  3,655"
moderna,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,7-13,152616,152652,2586.130047912389,2587.5345653661875,6,0,7.733563134670923e-4,0,0,0,(NA-5.32),0.00 (NA-5.32),"6 /  2,586","0 /  2,588"
moderna,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,14-27,114654,114762,2436.7748117727583,2442.2286105407256,6,0,0.0012311355097344816,0,0,0,(NA-2.41),0.00 (NA-2.41),"6 /  2,437","0 /  2,442"
moderna,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,28-41,31854,32016,707.3867214236824,712.2655715263518,6,0,0.0014136539034651453,0,0,0,(NA-38.73),0.00 (NA-38.73),6 /    707,0 /    712
moderna,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,42-69,7620,7716,114.08076659822039,116.43258042436688,6,0,0.017531438993952195,0,0,0,(NA-5.22),0.00 (NA-5.22),6 /    114,0 /    116
moderna,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,All,220596,220596,9499.154004106776,9513.404517453799,12,0,9.474527938076405e-4,0,0,0,(NA-0.51),0.00 (NA-0.51),"12 /  9,499","0 /  9,513"
moderna,coviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0-6,1036776,1036776,17053.629021218345,17053.722108145106,6,6,5.8638545423721084e-5,5.863822534802449e-5,0.9999945415478116,1,(0.01-78.50),1.00 (0.01-78.50),"6 / 17,054","6 / 17,054"
moderna,coviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,7-13,690342,690456,11082.822724161533,11086.417522245038,18,6,0.0012632160911027442,2.7060139075408825e-4,0.21421623161708028,0.21,(0.04-0.77),0.21 (0.04-0.77),"18 / 11,083","6 / 11,086"
moderna,coviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,14-27,458568,458886,10160.194387405887,10176.342231348392,12,0,9.842331375466147e-4,0,0,0,(NA-0.45),0.00 (NA-0.45),"12 / 10,160","0 / 10,176"
moderna,coviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,28-41,112860,113280,2204.2573579739906,2217.163586584531,12,0,0.004536675340483539,0,0,0,(NA-0.44),0.00 (NA-0.44),"12 /  2,204","0 /  2,217"
moderna,coviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,42-69,18618,18828,287.6495550992471,292.3832991101985,0,0,0,0,NaN,NA,(NA-NA),NA (NA-NA),0 /    288,0 /    292
moderna,coviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,All,1036776,1036776,40788.553045859,40826.028747433265,36,6,8.580838835015582e-4,9.797671051342412e-5,0.11418080725815917,0.11,(0.03-0.32),0.11 (0.03-0.32),"36 / 40,789","6 / 40,826"
moderna,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0-6,220596,220596,3654.781656399726,3654.943189596167,54,6,0.013954321980000135,0.0013680103193484787,0.09803488276314413,0.1,(0.03-0.24),0.10 (0.03-0.24),"54 /  3,655","6 /  3,655"
moderna,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,7-13,152616,152652,2586.130047912389,2587.5345653661875,48,6,0.01740051705300958,0.001932341336391926,0.11105079984147423,0.11,(0.03-0.28),0.11 (0.03-0.28),"48 /  2,586","6 /  2,588"
moderna,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,14-27,114654,114762,2436.7748117727583,2442.2286105407256,60,12,0.022981196181710323,0.003685158695281741,0.16035539082228406,0.16,(0.07-0.33),0.16 (0.07-0.33),"60 /  2,437","12 /  2,442"
moderna,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,28-41,31854,32016,707.3867214236824,712.2655715263518,30,6,0.04099596320048922,0.008423824258615056,0.20547935945348228,0.21,(0.07-0.50),0.21 (0.07-0.50),30 /    707,6 /    712
moderna,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,42-69,7620,7716,114.08076659822039,116.43258042436688,12,6,0.07012575597580878,0.008588661321043101,0.12247513344463515,0.12,(0.00-0.91),0.12 (0.00-0.91),12 /    114,6 /    116
moderna,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,All,220596,220596,9499.154004106776,9513.404517453799,192,30,0.01989650866996045,0.002732985857197496,0.13736007168552797,0.14,(0.09-0.21),0.14 (0.09-0.21),"192 /  9,499","30 /  9,513"
moderna,noncoviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0-6,1036776,1036776,17053.629021218345,17053.722108145106,120,24,0.00703662545084653,0.0013486791830045633,0.19166562046333058,0.19,(0.12-0.30),0.19 (0.12-0.30),"120 / 17,054","24 / 17,054"
moderna,noncoviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,7-13,690342,690456,11082.822724161533,11086.417522245038,102,18,0.008752282916926157,0.0013530069537704412,0.15458903312572803,0.15,(0.08-0.27),0.15 (0.08-0.27),"102 / 11,083","18 / 11,086"
moderna,noncoviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,14-27,458568,458886,10160.194387405887,10176.342231348392,156,24,0.01486192037695388,0.0021618769789628965,0.14546417448954183,0.15,(0.09-0.23),0.15 (0.09-0.23),"156 / 10,160","24 / 10,176"
moderna,noncoviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,28-41,112860,113280,2204.2573579739906,2217.163586584531,54,12,0.023590711770514403,0.003157186976349036,0.1338317812137888,0.13,(0.05-0.30),0.13 (0.05-0.30),"54 /  2,204","12 /  2,217"
moderna,noncoviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,42-69,18618,18828,287.6495550992471,292.3832991101985,24,0,0.06605259651260184,0,0,0,(NA-0.21),0.00 (NA-0.21),24 /    288,0 /    292
moderna,noncoviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,All,1036776,1036776,40788.553045859,40826.028747433265,444,72,0.010762823567348116,0.001641109901099854,0.15247949488632304,0.15,(0.12-0.20),0.15 (0.12-0.20),"444 / 40,789","72 / 40,826"
