treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_descr,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.797188487117731,0.20412523140190125,0.20414812767792467,-8.80335522818546,1.327854278840657e-18,-2.197311464877748,-1.3970655093577142,NA,Unadjusted,0.16576428209912444,0.11110145735923163,0.24732166321628296,0.8342357179008756,0.7526783367837171,0.8888985426407684
pfizer,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.7759850275988691,0.20526720198883971,0.2052588728909173,-8.652415374719016,5.042074296425204e-18,-2.1782850259723516,-1.3736850292253866,NA,Full adjustment,0.16931658582031822,0.11323556025986718,0.25317229117830137,0.8306834141796817,0.7468277088216986,0.8867644397401329
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.5632142954732844,0.07210693637102474,0.07214555632575696,-21.66750628985302,4.1566580105660106e-104,-1.704616987516374,-1.4218116034301949,NA,Unadjusted,0.20946171614713097,0.18184202060302745,0.24127652335694963,0.7905382838528691,0.7587234766430504,0.8181579793969725
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.5750079804196087,0.07243418753088861,0.07274916448118601,-21.649842876572535,6.098785198803739e-104,-1.7175937227081137,-1.4324222381311036,NA,Full adjustment,0.20700590068061192,0.17949754954477773,0.2387299605218375,0.792994099319388,0.7612700394781625,0.8205024504552223
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.6357284044140186,0.05588664103651444,0.055887003778037146,-29.26849345709312,2.6121559625317063e-188,-1.7452649190228253,-1.5261918898052118,NA,Unadjusted,0.1948104188370811,0.17459872831492634,0.2173618310611404,0.8051895811629188,0.7826381689388596,0.8254012716850736
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.6391964324107546,0.056312854190176044,0.05615974033229956,-29.188105619996815,2.7454213249947824e-187,-1.7492675008431833,-1.529125363978326,NA,Full adjustment,0.19413598101109697,0.17390127934852473,0.21672514005838298,0.805864018988903,0.783274859941617,0.8260987206514753
pfizer,noncovidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Non-COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.5521103024747485,0.012684584535221446,0.012639555445439469,-43.68114882347051,0,-0.5768833759284069,-0.52733722902109,NA,Unadjusted,0.5757335555519923,0.5616460813626095,0.5901743784704451,0.42426644444800765,0.40982562152955493,0.4383539186373905
pfizer,noncovidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Non-COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.570425675129446,0.012757493501152212,0.012747998369388622,-44.746293386669365,0,-0.595411292808423,-0.545440057450469,NA,Full adjustment,0.5652847598143558,0.551335758796349,0.5795866757781029,0.4347152401856442,0.42041332422189714,0.448664241203651
pfizer,noncovidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,Non-COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.5192720739349572,0.011542561371209278,0.011501157713088605,-45.14954814888006,0,-0.541813928833126,-0.4967302190367885,NA,Unadjusted,0.5949534725226819,0.5816921466564394,0.6085171280056153,0.40504652747731806,0.3914828719943847,0.4183078533435606
pfizer,noncovidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,Non-COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.5376443768311666,0.011666704306527702,0.011677861560517082,-46.03962583774288,0,-0.5605325649062248,-0.5147561887561084,NA,Full adjustment,0.5841226057526901,0.570904938937607,0.5976462897417703,0.41587739424730985,0.40235371025822975,0.42909506106239304
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-2.2848111061153453,0.21438077666762279,0.2144049358369959,-10.656522888318216,1.625619494525203e-26,-2.7050370584634784,-1.8645851537672122,NA,Unadjusted,0.10179328842004146,0.06686784578105669,0.15496048132451146,0.8982067115799586,0.8450395186754885,0.9331321542189434
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-2.349887110805755,0.2152168777740054,0.21162696188423813,-11.10391176002973,1.2007103337106632e-28,-2.7646683342564926,-1.9351058873550175,NA,Full adjustment,0.0953799289711417,0.06299698982696515,0.14440897692933932,0.9046200710288583,0.8555910230706607,0.9370030101730349
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.9759706695382895,0.1688100745088527,0.1689018485398035,-11.698928618135469,1.2907278324880176e-31,-2.3070122095985433,-1.6449291294780357,NA,Unadjusted,0.13862668621333132,0.09955826686307657,0.19302624217955947,0.8613733137866687,0.8069737578204406,0.9004417331369234
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-2.013426907920288,0.1702722349751876,0.17081563739290073,-11.787134589376697,4.547509250779139e-32,-2.3482194052066263,-1.678634410633949,NA,Full adjustment,0.1335302936816618,0.09553912732382601,0.18662866021662142,0.8664697063183382,0.8133713397833786,0.904460872676174
pfizer,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.7097322581614884,0.046540191140185684,0.04655066720021403,-36.72841574553474,2.5709071976027894e-295,-1.800969889330218,-1.618494626992759,NA,Unadjusted,0.1809142244402846,0.16513864431559244,0.19819683478980393,0.8190857755597154,0.801803165210196,0.8348613556844076
pfizer,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.7436565954143268,0.046729341043022427,0.04688838377097771,-37.18738960871563,1.0911609782800445e-302,-1.8355561388987356,-1.651757051929918,NA,Full adjustment,0.17487976551048728,0.15952475916991407,0.19171276323588315,0.8251202344895128,0.8082872367641168,0.840475240830086
pfizer,noncoviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.4497430823933621,0.043280694739247554,0.04328832756573932,-33.49039253576444,6.651199515011536e-246,-1.5345866453731836,-1.3648995194135407,NA,Unadjusted,0.23463056107306632,0.21554476918569768,0.25540633807742064,0.7653694389269337,0.7445936619225794,0.7844552308143024
pfizer,noncoviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.5045484511677727,0.043674117650735415,0.04432040589435411,-33.947081954848116,1.3468879131107326e-252,-1.5914148505009034,-1.417682051834642,NA,Full adjustment,0.22211756811937838,0.20363729149341947,0.2422749473117059,0.7778824318806217,0.7577250526882942,0.7963627085065805
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.6592162887594778,0.02123339190100091,0.021241061575485217,-31.03499730542159,1.818447884013848e-211,-0.7008480044408264,-0.6175845730781292,NA,Unadjusted,0.5172565554595924,0.4961643757481948,0.5392453735971305,0.48274344454040763,0.46075462640286946,0.5038356242518052
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.7661477340099047,0.021706585833304603,0.021769526975245174,-35.19358665354171,2.506352383347139e-271,-0.8088152228418584,-0.723480245177951,NA,Full adjustment,0.46480015776919675,0.445385436244706,0.4850611831491787,0.5351998422308033,0.5149388168508213,0.5546145637552939
moderna,postest,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.6257312858891346,0.010769882781398845,0.010784981378064471,-58.01876368204093,0,-0.6468694609640762,-0.6045931108141931,NA,Unadjusted,0.5348701424777342,0.5236826222112,0.5462966636284025,0.46512985752226577,0.45370333637159754,0.4763173777888
moderna,postest,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.7437878845843859,0.011027494211319207,0.011091013087721036,-67.06221322629584,0,-0.7655258707883815,-0.7220498983803904,NA,Full adjustment,0.47531008158960114,0.4650892897836369,0.4857554852871646,0.5246899184103988,0.5142445147128354,0.534910710216363
moderna,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.7091397166367401,0.4438147392665788,0.4440917842623458,-3.8486181848099026,1.1878598509464526e-4,-2.5795436196210693,-0.838735813652411,NA,Unadjusted,0.18102145539694295,0.07580859368393547,0.43225663109710744,0.8189785446030571,0.5677433689028926,0.9241914063160646
moderna,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.8568079114878082,0.45004056592242025,0.4279240774868583,-4.339105951673942,1.4306354098414639e-5,-2.6955236914795777,-1.0180921314960387,NA,Full adjustment,0.15617034513523406,0.06750701966460489,0.3612835645956652,0.8438296548647659,0.6387164354043349,0.9324929803353951
moderna,covidemergency,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.3683507377519126,0.18418397920707427,0.18424923723288034,-7.42662905042259,1.1140020644057407e-13,-1.7294726069073345,-1.0072288685964907,NA,Unadjusted,0.2545263943520828,0.17737793320271897,0.3652296779658211,0.7454736056479172,0.6347703220341789,0.822622066797281
moderna,covidemergency,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.404990609729039,0.1876404264567913,0.19399614378134386,-7.242363597250811,4.40931821540674e-13,-1.7852160646801267,-1.0247651547779513,NA,Full adjustment,0.24536936052688926,0.16776080989830708,0.358880736936536,0.7546306394731107,0.641119263063464,0.8322391901016929
moderna,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-2.0854215075487983,1.0606640292278147,1.061326033899302,-1.9649207132769362,0.04942341495229802,-4.165582309846166,-0.005260705251430409,NA,Unadjusted,0.12425473481744562,0.01552067442664483,0.9947531080252997,0.8757452651825544,0.005246891974700296,0.9844793255733552
moderna,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-2.4403016238142565,1.0779314506610662,1.0832092506054172,-2.2528441503341536,0.024268977322537872,-4.563352742721495,-0.31725050490701756,NA,Full adjustment,0.08713456563792403,0.01042704108718632,0.7281483275480666,0.912865434362076,0.2718516724519334,0.9895729589128137
moderna,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.4677169030889814,0.36980035908836106,0.36978859407959164,-3.9690702379345875,7.215361325131647e-5,-2.1924892293786824,-0.7429445767992805,NA,Unadjusted,0.23045102705494247,0.11163850860398244,0.4757110833419296,0.7695489729450575,0.5242889166580704,0.8883614913960176
moderna,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.40502162677603,0.3753426693241043,0.3879764945914473,-3.621409148138128,2.9300270241287076e-4,-2.1654415830233655,-0.6446016705286944,NA,Full adjustment,0.2453617500119321,0.11469927416044594,0.5248715722882811,0.7546382499880679,0.4751284277117189,0.8853007258395541
moderna,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.5811777010396324,0.25199501660026424,0.25208693726782017,-6.272350793646123,3.5563720310347724e-10,-2.075259019057568,-1.087096383021697,NA,Unadjusted,0.20573266390317474,0.12552391019715783,0.3371941563182359,0.7942673360968253,0.6628058436817641,0.8744760898028422
moderna,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.6762402315702425,0.2551491011291852,0.25586890345572955,-6.551168230805607,5.7088701048460686e-11,-2.1777340671072283,-1.1747463960332565,NA,Full adjustment,0.1870760179611813,0.11329796558544461,0.308897307337956,0.8129239820388187,0.691102692662044,0.8867020344145554
moderna,covidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.7762082102923518,0.13312495682302944,0.13313832873028533,-13.341073357550062,1.335230641147292e-40,-2.0371545395655652,-1.5152618810191383,NA,Unadjusted,0.169278801505203,0.13039922932836948,0.2197506287930469,0.830721198494797,0.7802493712069531,0.8696007706716306
moderna,covidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.7561671229288849,0.13496843323622298,0.13832701713603637,-12.695763700317482,6.241808764754395e-37,-2.027283094604371,-1.4850511512533988,NA,Full adjustment,0.1727055560039073,0.13169283250532243,0.22649075509415645,0.8272944439960928,0.7735092449058436,0.8683071674946776
moderna,noncovidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.6174689221139595,0.04550436575664062,0.045485632221166354,-13.575032201632796,5.6318946644655806e-42,-0.7066191230814802,-0.5283187211464389,NA,Unadjusted,0.5393077414508928,0.4933091989769231,0.5895954111378106,0.4606922585491072,0.41040458886218945,0.5066908010230768
moderna,noncovidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.6365815063825111,0.04646489712905215,0.04685514225167307,-13.586161001566067,4.8379900927463815e-42,-0.7284158976862912,-0.544747115078731,NA,Full adjustment,0.529098054338613,0.48267298820222637,0.5799884351258059,0.470901945661387,0.4200115648741941,0.5173270117977736
moderna,noncovidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.6550962404609868,0.026384245515514895,0.026351922124436926,-24.859523998573767,2.0400248694797168e-136,-0.7067450587482874,-0.6034474221736862,NA,Unadjusted,0.5193920736490066,0.4932470776657343,0.5469229081824033,0.48060792635099336,0.4530770918175967,0.5067529223342657
moderna,noncovidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.6727913263222768,0.027007038204530088,0.02722804461976963,-24.709498449763046,8.454682839382302e-135,-0.7261573131464748,-0.6194253394980788,NA,Full adjustment,0.510282223799866,0.48376437798526223,0.5382536618561633,0.489717776200134,0.4617463381438367,0.5162356220147377
moderna,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-19.210095124995245,4929.075252443052,0.3334043448880432,-57.61801074141962,0,-19.86355563326498,-18.55663461672551,NA,Unadjusted,4.541106532361944e-9,2.3624759576583577e-9,8.728828952274339e-9,0.9999999954588935,0.999999991271171,0.999999997637524
moderna,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-21.62683130070068,15166.73666287111,0.4801788863832554,-45.03911336792763,0,-22.56796462414841,-20.68569797725295,NA,Full adjustment,4.051226315514377e-10,1.5807292730817942e-10,1.0382824522202e-9,0.9999999995948774,0.9999999989617175,0.9999999998419271
