treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,model,model_descr,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,Unadjusted,-1.7346071955447866,0.20609107634046744,0.20612801814525958,-8.415193679892653,3.9224629057340755e-17,-2.138610687314114,-1.3306037037754592,0.1764695046815595,0.11781841598843354,0.2643176435644167,0.8235304953184405,0.7356823564355832,0.8821815840115664
pfizer,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,Full adjustment,-1.715303301518173,0.20635748030807874,0.20638605642620497,-8.311139479190027,9.47874329514721e-17,-2.119812539024786,-1.3107940640115598,0.17990914572016134,0.12005413186677856,0.269605887031656,0.8200908542798386,0.730394112968344,0.8799458681332214
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,Unadjusted,-1.511030158019245,0.07300521144178715,0.0730108145050843,-20.695977277640427,3.765174412654016e-95,-1.6541287249311447,-1.367931591107345,0.22068252295146742,0.19125862200145063,0.2546331005974495,0.7793174770485326,0.7453668994025505,0.8087413779985494
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,Full adjustment,-1.5223406724380246,0.07307361455526348,0.07309955362268712,-20.825580964499242,2.5382926288061585e-96,-1.6656131648244459,-1.3790681800516034,0.21820055273297007,0.1890746884832358,0.25181308822939086,0.78179944726703,0.7481869117706091,0.8109253115167642
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,Unadjusted,-1.595003887286125,0.056299233211218394,0.05629518338297553,-28.33286600090332,1.3610721955066965e-176,-1.7053404192198347,-1.4846673553524152,0.20290773974056964,0.18171051789265194,0.22657769800067062,0.7970922602594304,0.7734223019993294,0.8182894821073481
pfizer,covidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,Full adjustment,-1.5996485418498982,0.05639228693363049,0.056321785913763515,-28.401949900863986,1.9130472238412008e-177,-1.7100372137858502,-1.4892598699139463,0.20196748864225753,0.1808590620414839,0.2255395223663394,0.7980325113577424,0.7744604776336605,0.8191409379585162
pfizer,noncovidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Non-COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,Unadjusted,-0.5509491053976219,0.012698698167860095,0.012686235409031429,-43.4288886839824,0,-0.5758136698987202,-0.5260845408965236,0.5764024839776053,0.5622471990146614,0.5909141461581384,0.4235975160223947,0.4090858538418616,0.43775280098533864
pfizer,noncovidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Non-COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,Full adjustment,-0.569244918757766,0.012716133395073532,0.012708325988689448,-44.79306867516621,0,-0.5941527799993916,-0.5443370575161403,0.5659526176073992,0.5520300587119005,0.5802263125382272,0.43404738239260077,0.4197736874617728,0.4479699412880995
pfizer,noncovidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,Non-COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,Unadjusted,-0.5191058733177707,0.011543524578964836,0.011529630517192786,-45.02363475947377,0,-0.5417035338865225,-0.4965082127490189,0.595052362374562,0.5817563660745936,0.6086522376312864,0.40494763762543795,0.3913477623687136,0.4182436339254064
pfizer,noncovidadmitted,vax12_type-az-az,vax12_type,az-az,BNT162b2,Non-COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,Full adjustment,-0.5375345509643582,0.01157227776576396,0.01156824484776736,-46.466387774295846,0,-0.5602078942303232,-0.5148612076983932,0.5841867610470803,0.571090325123108,0.5975835288561597,0.41581323895291966,0.40241647114384027,0.428909674876892
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,Unadjusted,-5.999045237503399,0.21609516243856505,0.1843867065743507,-32.53512874630357,3.398676466219567e-232,-6.360436541617081,-5.637653933389717,0.0024811199264224777,0.0017286119360737432,0.0035612134573552233,0.9975188800735775,0.9964387865426447,0.9982713880639262
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,Full adjustment,-6.287415747503251,0.21641578292296723,0.18325148081830625,-34.310313452458374,5.507244270044883e-258,-6.646582050020763,-5.928249444985738,0.0018595593135957845,0.00129845257554371,0.00266313988351315,0.9981404406864042,0.9973368601164868,0.9987015474244563
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,Unadjusted,-1.8013178602415074,0.17293203424855685,0.17293434591926232,-10.416194947662316,2.091542952139434e-25,-2.140262949933253,-1.462372770549762,0.16508119086768488,0.1176239097557881,0.2316858845695017,0.8349188091323151,0.7683141154304983,0.8823760902442119
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,Full adjustment,-1.8373461998334109,0.17338207182293644,0.17316788924593698,-10.61020150926463,2.6717223924723526e-26,-2.176749026034268,-1.4979433736325536,0.15923945556201566,0.11340962371992486,0.22358952773098892,0.8407605444379843,0.776410472269011,0.8865903762800751
pfizer,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,Unadjusted,-1.6927820761398842,0.04668265324786568,0.04668210649397239,-36.26190425572284,6.4516668555725556e-288,-1.7842773235905334,-1.601286828689235,0.18400689005192017,0.16791836780525224,0.20163687885441914,0.8159931099480798,0.7983631211455808,0.8320816321947477
pfizer,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,Full adjustment,-1.7269469007705498,0.04674331613651063,0.04678572074819937,-36.91183705526251,2.984535321650352e-298,-1.818645228427769,-1.6352485731133306,0.1778265039776589,0.16224540757390454,0.1949039174037148,0.8221734960223411,0.8050960825962852,0.8377545924260954
pfizer,noncoviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,Unadjusted,-1.4409679923965573,0.043379847627884605,0.04337972553800529,-33.21754516713378,6.008440558245146e-242,-1.52599069211028,-1.3559452926828346,0.23669852537913075,0.2174055681602703,0.25770357397356436,0.7633014746208693,0.7422964260264356,0.7825944318397298
pfizer,noncoviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,Full adjustment,-1.495276110745047,0.043480896621991734,0.0436019128367561,-34.29381908870154,9.702030239473702e-258,-1.5807342895621437,-1.4098179319279505,0.2241866958284573,0.20582390835556746,0.2441877378970766,0.7758133041715427,0.7558122621029234,0.7941760916444325
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,Unadjusted,-0.6495692054061213,0.02138753100922292,0.021386125169524896,-30.373393976565406,1.23394769600908e-202,-0.6914852405072557,-0.6076531703049869,0.5222707197080259,0.5008316609202179,0.5446275184822846,0.47772928029197415,0.45537248151771537,0.4991683390797821
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,Full adjustment,-0.7552321384780004,0.021516502138288363,0.02149434469195451,-35.13631838055939,1.8808154026881661e-270,-0.79736027994552094,-0.7131039970104799,0.46990151984484063,0.45051663366276673,0.49012050133930485,0.5300984801551594,0.5098794986606952,0.5494833663372333
moderna,postest,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,Unadjusted,-0.6111844093729744,0.01087955249654693,0.010879893390552309,-56.175588071819156,0,-0.6325086085740923,-0.5898602101718564,0.5427077001751783,0.5312574110791962,0.5544047794667368,0.45729229982482167,0.44559522053326317,0.4687425889208038
moderna,postest,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,Full adjustment,-0.7286581987901596,0.01094691409953018,0.010948773257887422,-66.5515836000384,0,-0.7501174000505142,-0.707198997529805,0.48255605017205655,0.4723111001389945,0.4930232244999722,0.5174439498279435,0.5069767755000278,0.5276888998610054
moderna,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,Unadjusted,-13.377052465744512,0.47896307726220805,0.2551110571117689,-52.43619236732564,0,-13.87706094974152,-12.877043981747505,1.5503149319872513e-6,9.403055608771688e-7,2.556058890155388e-6,0.999998449685068,0.9999974439411099,0.9999990596944391
moderna,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,Full adjustment,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderna,covidemergency,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,Unadjusted,-8.025038469522874,0.19408272455637615,0.14658360635221232,-54.74717582155978,0,-8.312337058697207,-7.737739880348541,3.2716743989098817e-4,2.4546969539453634e-4,0.00043605600093642323,0.999672832560109,0.9995639439990636,0.9997545303046055
moderna,covidemergency,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,Full adjustment,-7.882449087033721,0.1949084563047057,0.14971927411750705,-52.64819198126213,0,-8.175893472095515,-7.589004701971927,3.773078645081803e-4,2.8135496305481167e-4,5.059844087128808e-4,0.9996226921354918,0.9994940155912871,0.9997186450369452
moderna,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,Unadjusted,-17.926544079199267,1.414213524057242,0.3656367631715667,-49.02828677210351,0,-18.64317896643934,-17.209909191959195,1.6390825502997186e-8,8.00516429677345e-9,3.3560730387256176e-8,0.9999999836091745,0.9999999664392696,0.9999999919948357
moderna,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,Full adjustment,-18.33427890408549,1.4185477751694993,0.3656089341374947,-50.147239829731596,0,-19.050859247421055,-17.617698560749925,1.0902443439351916e-8,5.324967400076332e-9,2.2321878054420345e-8,0.9999999890975566,0.999999977678122,0.9999999946750326
moderna,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,Unadjusted,-12.239896951477528,0.4110390038585759,0.2090600077833256,-58.547290231440286,0,-12.64964703734051,-11.830146865614546,4.833706702107301e-6,3.208692459351623e-6,7.2816952007667084e-6,0.9999951662932979,0.9999927183047992,0.9999967913075406
moderna,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,Full adjustment,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderna,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,Unadjusted,-4.567153391250162,0.2581698677839227,0.22942229667161013,-19.907190615337104,3.525383018651032e-88,-5.016812829976981,-4.117493952523343,0.010387486782438275,0.006625610039090158,0.016285275019014986,0.9896125132175617,0.983714724980985,0.9933743899609099
moderna,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,Full adjustment,-4.839295892958302,0.25915291837933724,0.23104065447633168,-20.94564657430907,2.055892629483249e-97,-5.292127254696474,-4.386464531220129,0.00791262342451751,0.005031046550933839,0.012444649204567964,0.9920873765754825,0.987555350795432,0.9949689534490661
moderna,covidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,Unadjusted,-1.7047332284755334,0.1346060715898411,0.13460264373596867,-12.664931246220334,9.250137434443901e-37,-1.968549562421908,-1.440916894529159,0.18182088434061056,0.13965927644329348,0.23671062047800817,0.8181791156593894,0.7632893795219918,0.8603407235567065
moderna,covidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,Full adjustment,-1.6896895096132267,0.135082929070927,0.13576557179810922,-12.445640579085005,1.4769464994986086e-35,-1.9557851406780076,-1.4235938785484459,0.18457682442651763,0.1414533722869229,0.24084688519318595,0.8154231755734824,0.759153114806814,0.8585466277130771
moderna,noncovidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,Unadjusted,-0.6165205492637688,0.04553854964608359,0.045518733943746524,-13.544325508387033,8.559650724024348e-42,-0.7057356284153729,-0.5273054701121648,0.5398194488771447,0.493745227609084,0.5901931220624174,0.4601805511228553,0.40980687793758264,0.506254772390916
moderna,noncovidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,Full adjustment,-0.6353702955442005,0.045806112771499145,0.045869190896079486,-13.851787727925819,1.2408493818042299e-43,-0.7252722577005088,-0.5454683333878922,0.5297392918951032,0.48419272581038886,0.579570287653223,0.47026070810489684,0.42042971234677695,0.5158072741896111
moderna,noncovidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,Unadjusted,-0.654886793454171,0.02638768823504769,0.026370853471418966,-24.833735251077286,3.875830793333065e-136,-0.7065727164997352,-0.6032008704086068,0.51950087015735,0.4933320923017874,0.547057769615257,0.48049912984265,0.452942230384743,0.5066679076982126
moderna,noncovidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,Full adjustment,-0.6726223529744567,0.026560648445672925,0.026603586044361655,-25.283146108680782,4.8952819727875657e-141,-0.724764423481018,-0.6204802824678954,0.5103684551807519,0.4844386778915397,0.5376861343468218,0.4896315448192481,0.4623138656531782,0.5155613221084603
moderna,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,Unadjusted,-19.209973206521735,4929.104144626318,0.33340515853617275,-57.61750445273195,0,-19.8634353095125,-18.55651110353097,4.5416602108895535e-9,2.362760236733146e-9,8.729907144406946e-9,0.9999999954583398,0.9999999912700929,0.9999999976372398
moderna,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,Full adjustment,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderna,coviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,Unadjusted,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moderna,coviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,Full adjustment,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moderna,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,Unadjusted,-1.9586858050848555,0.21003712689088447,0.21005272768614222,-9.32473396875615,1.1126235761965565e-20,-2.370381586204094,-1.5469900239656174,0.14104365803375016,0.09344506212746877,0.2128877975853331,0.8589563419662498,0.7871122024146668,0.9065549378725313
moderna,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,Full adjustment,-2.0406556553882744,0.21095085100063427,0.21126070131318828,-9.65941910967652,4.483992564712088e-22,-2.454719021310797,-1.6265922894657519,0.1299434847960313,0.08588732455899788,0.19659838430917156,0.8700565152039688,0.8034016156908285,0.9141126754410022
moderna,noncoviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,Unadjusted,-5.424454584913758,0.13168891830409107,0.11406021429315619,-47.55781512887474,0,-5.648008496997265,-5.200900672830252,0.004407469406672375,0.0035245289001482145,0.005511598037949423,0.9955925305933276,0.9944884019620506,0.9964754710998518
moderna,noncoviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,Full adjustment,-5.19278132028523,0.13216910258971232,0.11646281689599135,-44.58746112008189,0,-5.421044246939457,-4.964518393631004,0.005556530811174323,0.004422526026448737,0.0069813121439834805,0.9944434691888256,0.9930186878560165,0.9955774739735512
