treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_descr,period_id,term_left,term_right,term_midpoint,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.31386039689422335,0.012786350105240192,0.012784142716904805,-24.550758220118865,4.245104431809944e-133,-0.3389168561925768,-0.2888039375958699,NA,Unadjusted,1,0,7,3.5,0.7306210180034687,0.7125416900554569,0.7491590729335135,0.2693789819965313,0.25084092706648653,0.28745830994454313
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.5632086590085482,0.014768607316696707,0.014771720131753872,-38.12749320899011,4.48966e-318,-0.5921606984564911,-0.5342566195606053,NA,Unadjusted,2,7,14,10.5,0.5693791860372518,0.5531308436656528,0.5861048271038126,0.4306208139627482,0.4138951728961874,0.4468691563343472
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.0303991678801658,0.015178592735940652,0.015178363278956483,-67.8860525962458,0,-1.060148213251186,-1.0006501225091458,NA,Unadjusted,3,14,28,21,0.35686448329556,0.3464044647931546,0.3676403521930692,0.64313551670444,0.6323596478069309,0.6535955352068454
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-0.7814827811223644,0.022724432601167344,0.022722501610792298,-34.39246234891631,3.2685074944465227e-259,-0.8260180659181706,-0.7369474963265581,NA,Unadjusted,4,28,42,35,0.4577267992111626,0.4377890673840496,0.4785725325851968,0.5422732007888373,0.5214274674148032,0.5622109326159503
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-0.5029955903045517,0.02603057119293225,0.02602136036603011,-19.330103546822755,2.998156332914642e-83,-0.5539965194507086,-0.45199466115839465,NA,Unadjusted,5,42,70,56,0.6047164610036683,0.5746486206788345,0.6363575671282732,0.39528353899633173,0.3636424328717268,0.4253513793211655
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.3708023598976952,0.012809808215121232,0.01278848562628241,-28.995017137575406,7.603673622414594e-185,-0.3958673311420169,-0.34573738865337356,NA,Full adjustment,1,0,7,3.5,0.6901803353919951,0.6730959888902175,0.7076983123123316,0.3098196646080049,0.2923016876876684,0.3269040111097825
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.6455549457821835,0.014809143617951739,0.014815624802036022,-43.572576547259,0,-0.6745930368026325,-0.6165168547617346,NA,Full adjustment,2,7,14,10.5,0.5243714636156417,0.5093636707011598,0.5398214432448808,0.4756285363843583,0.4601785567551192,0.49063632929884016
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.1465659958970433,0.015248079921135365,0.015222990570586972,-75.3180520332434,0,-1.1764025091523866,-1.1167294826417,NA,Full adjustment,3,14,28,21,0.317725970434338,0.30838616182902817,0.3273486452495531,0.682274029565662,0.6726513547504469,0.6916138381709718
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-0.9202097678292421,0.022793342067214874,0.02272008003440688,-40.502047811261804,0,-0.9647403064225472,-0.8756792292359371,NA,Full adjustment,4,28,42,35,0.3984354533776666,0.3810821514774363,0.4165789709457603,0.6015645466223334,0.5834210290542396,0.6189178485225637
pfizer,postest,vax12_type-az-az,vax12_type,az-az,BNT162b2,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-0.6305557495202306,0.026096161494683714,0.026042161353407294,-24.21288083439857,1.627920171370685e-129,-0.6815974478524898,-0.5795140511879715,NA,Full adjustment,5,42,70,56,0.5322958956012684,0.5058083441977017,0.5601705146311502,0.46770410439873156,0.4398294853688498,0.4941916558022983
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.8675389549975022,0.26003662761394003,0.2600353157100868,-3.336235128788125,8.492130720394855e-4,-1.3771988084977749,-0.3578791014972297,NA,Unadjusted,1,0,7,3.5,0.4199838776464815,0.2522842607144175,0.6991575970038095,0.5800161223535185,0.30084240299619047,0.7477157392855824
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.0012564188501265,0.2338928881098621,0.23389592788452473,-4.28077747186967,1.8624151647602096e-5,-1.4596840136343725,-0.5428288240658804,NA,Unadjusted,2,7,14,10.5,0.36741752075050776,0.232309669821491,0.5811020895435897,0.6325824792494923,0.41889791045641034,0.767690330178509
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.81665234695485,0.2784533113958477,0.27845172378585714,-6.524119593355233,6.840211654820259e-11,-2.3624076970082246,-1.270896996901475,NA,Unadjusted,3,14,28,21,0.16256906583988626,0.09419316136513237,0.28057982962907996,0.8374309341601137,0.71942017037092,0.9058068386348677
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.188820662942567,0.4307373961004128,0.43080158268032087,-5.0808092424460645,3.7583037566092714e-7,-3.03317624947885,-1.3444650764062838,NA,Unadjusted,4,28,42,35,0.11204881404584087,0.048162419065443565,0.26067911397929683,0.8879511859541591,0.7393208860207032,0.9518375809345564
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.048561325127176,0.2486949836867152,0.24860083536936856,-4.217851173224074,2.4664151550093306e-5,-1.5358100089777094,-0.5613126412766425,NA,Unadjusted,5,42,70,56,0.350441558079608,0.21528124078832184,0.5704597631431209,0.649558441920392,0.42954023685687914,0.7847187592116782
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.8741584358642924,0.26021961080860995,0.26031039071750495,-3.358138848990281,7.846918615257678e-4,-1.3843574264721517,-0.3639594452564332,NA,Full adjustment,1,0,7,3.5,0.4172129834623616,0.25048470292934466,0.6949193764485673,0.5827870165376384,0.30508062355143273,0.7495152970706553
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.0111243982177172,0.23410774347083865,0.23300609644879666,-4.339476149457372,1.4282276592742875e-5,-1.4678079554356247,-0.5544408409998096,NA,Full adjustment,2,7,14,10.5,0.3638096825495772,0.2304300449033943,0.5743933486291417,0.6361903174504229,0.4256066513708583,0.7695699550966058
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.8328925439544066,0.2788112154979069,0.27896256660378743,-6.570388874281033,5.0184025170301093e-11,-2.379649127532686,-1.2861359603761273,NA,Full adjustment,3,14,28,21,0.15995023490789345,0.09258305665751172,0.27633649795914933,0.8400497650921066,0.7236635020408506,0.9074169433424882
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.204019555814854,0.43111023083173633,0.4304674781378817,-5.1200605568369815,3.054375605920305e-7,-3.047720309480885,-1.3603188021488228,NA,Full adjustment,4,28,42,35,0.11035867279855692,0.04746701123753987,0.2565789659877933,0.8896413272014431,0.7434210340122067,0.9525329887624602
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.0751468854893964,0.2494340921713888,0.2489908352916164,-4.318017907085583,1.5743665990527316e-05,-1.5631599551415092,-0.5871338158372837,NA,Full adjustment,5,42,70,56,0.3412476272948049,0.209473098675543,0.5559183678984272,0.6587523727051952,0.4440816321015728,0.790526901324457
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-1.1451285685765908,0.17715891565288036,0.17715893835070737,-6.46384867304675,1.0207295188479635e-10,-1.4923537072833288,-0.7979034298698527,NA,Unadjusted,1,0,7,3.5,0.3181830068242603,0.22484281806439993,0.4502720020291234,0.6818169931757396,0.5497279979708767,0.7751571819356
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.9913526488981976,0.16728395332610296,0.16728759096528648,-5.926038166835168,3.1033048896524083e-9,-1.3192303022506273,-0.663474995545768,NA,Unadjusted,2,7,14,10.5,0.37107441799644847,0.26734099455695876,0.5150583954383617,0.6289255820035515,0.48494160456163826,0.7326590054430413
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.6760951921075475,0.17449562368808064,0.1744971910558773,-9.605284657968106,7.594778137812772e-22,-2.018103401980472,-1.3340869822346233,NA,Unadjusted,3,14,28,21,0.1871031533341119,0.1329072979098066,0.2633985532632301,0.8128968466658881,0.7366014467367699,0.8670927020901934
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.105670838532371,0.2831970216655318,0.28316713034786156,-7.436141461565907,1.0366882028438582e-13,-2.6606682156197383,-1.5506734614450035,NA,Unadjusted,4,28,42,35,0.12176396290640758,0.06990149686319908,0.21210508112135532,0.8782360370935924,0.7878949188786447,0.930098503136801
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.73788681875297,0.3013519591691572,0.30135265492594293,-5.766953734587318,8.071719905806812e-9,-2.328527169053345,-1.147246468452595,NA,Unadjusted,5,42,70,56,0.17589169920849165,0.09743915285712704,0.3175098401749662,0.8241083007915083,0.6824901598250338,0.902560847142873
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-1.1554074838153803,0.17731736848310464,0.17709296161901245,-6.524299290341403,6.832016795472474e-11,-1.5025033105041787,-0.8083116571265818,NA,Full adjustment,1,0,7,3.5,0.3149291822092179,0.22257229462137304,0.44560977356003206,0.685070817790782,0.5543902264399679,0.7774277053786269
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.000772543763951,0.16757917800595523,0.16838617270496054,-5.943317837133007,2.7931011297646614e-9,-1.330803377760215,-0.6707417097676869,NA,Full adjustment,2,7,14,10.5,0.36759534795463056,0.26426487147606686,0.5113291792553806,0.6324046520453694,0.4886708207446194,0.7357351285239331
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.6936337038184412,0.17496318239746203,0.17493376504590527,-9.681571212818783,3.611228100207259e-22,-2.036497582988407,-1.3507698246484752,NA,Full adjustment,3,14,28,21,0.18385025139967975,0.13048492410552473,0.2590407679004376,0.8161497486003202,0.7409592320995624,0.8695150758944753
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.115367818075328,0.28359892174254814,0.282846964977516,-7.478842200917667,7.498023898827495e-14,-2.669737682567721,-1.5609979535829348,NA,Full adjustment,4,28,42,35,0.12058892660802108,0.06927039375811497,0.20992646975925625,0.8794110733919789,0.7900735302407438,0.930729606241885
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,3,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.7359376199770584,0.30189102664376144,0.30050669802961955,-5.776701921652193,7.617906772137277e-9,-2.3249199252281665,-1.1469553147259506,NA,Full adjustment,5,42,70,56,0.17623488144982768,0.09779127435182215,0.3176022978072183,0.8237651185501723,0.6823977021927816,0.9022087256481779
pfizer,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.6931806189074573,0.5477225577392556,0.5477210146402915,-1.2655724362934921,0.20566619959728455,-1.766694081178164,0.38033284336324946,NA,Unadjusted,1,0,7,3.5,0.49998328110577167,0.17089702767877477,1.46277138216337,0.5000167188942284,-0.4627713821633701,0.8291029723212252
pfizer,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.0991339855951976,0.4714045234781625,0.471414922783542,-2.3315638357504502,0.01972364818721331,-2.0230902560256703,-0.1751777151647249,NA,Unadjusted,2,7,14,10.5,0.3331594797110307,0.13224615848663215,0.8393078497818478,0.6668405202889693,0.1606921502181522,0.8677538415133679
pfizer,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.8744872733489755,0.5370862001234652,0.5371788389408209,-3.4895031923539364,4.839192782188734e-4,-2.9273384509300264,-0.8216360957679245,NA,Unadjusted,3,14,28,21,0.1534336161845801,0.05353934627844426,0.43971165529444184,0.8465663838154199,0.5602883447055582,0.9464606537215557
pfizer,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.4952463344965348,1.0408331508843383,1.0407651055167124,-2.397511524233617,0.016506861717232875,-4.535108457675319,-0.45538421131775,NA,Unadjusted,4,28,42,35,0.08247613217269055,0.01072574387418056,0.6342042526804992,0.9175238678273094,0.3657957473195008,0.9892742561258194
pfizer,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.415880112786147,0.5000042192198362,0.49965426011677405,-2.833719685398543,0.004600967127011393,-2.3951844673370317,-0.43657575823526207,NA,Unadjusted,5,42,70,56,0.24271190556757782,0.09115586209243258,0.6462455376101942,0.7572880944324222,0.3537544623898058,0.9088441379075675
pfizer,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,3,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.7334242616450257,0.5481906949569997,0.5525743154368383,-1.3272861969076797,0.18441402808111662,-1.8164500186831039,0.3496014953930524,NA,Full adjustment,1,0,7,3.5,0.4802616297251862,0.1626019614857644,1.418502156300772,0.5197383702748137,-0.41850215630077203,0.8373980385142357
